model_id,sample_name,outcome,model_stage,term,term_variable,estimate_log_odds,std_error,statistic,p_value,odds_ratio,conf_low_or,conf_high_or,significance,coefficient_status
main_grade_10_12__a_H1CO6_yesno__M2_school_context,main_grade_10_12,a_H1CO6_yesno,M2_school_context,a_age_wave1,a_age_wave1,-0.19040808842794418,0.08034539134575262,-2.369869450365306,0.01790295910862553,0.8266217303403528,0.7061800430856924,0.9676052045950589,*,estimated
main_grade_10_12__a_H1CO6_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1CO6_yesno,M3_knowledge_attitudes,num_H1SE23,num_H1SE2,-1.0097983574354494,0.2438143035463254,-4.141669880510455,3.616841463551559e-5,0.3642924290256414,0.22589739383427804,0.5874745679569876,***,estimated
main_grade_10_12__a_H1CO6_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1CO6_yesno,M3_knowledge_attitudes,num_H1SE26,num_H1SE2,-1.6946642693951823,0.4412396842992928,-3.840688699808089,1.2718666950266224e-4,0.1836608792562786,0.07734386262474638,0.4361214636104419,***,estimated
main_grade_10_12__a_H1CO6_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1CO6_yesno,M3_knowledge_attitudes,num_H1SE22,num_H1SE2,-0.34743787565979456,0.15613890753370432,-2.2251844921151136,0.02619947558822679,0.7064959031580961,0.5202373473006024,0.9594398859848943,*,estimated
main_grade_10_12__a_H1CO6_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1CO6_yesno,M3_knowledge_attitudes,num_H1SE24,num_H1SE2,-1.0552637480595657,0.5109872128421881,-2.065147075188104,0.039060206703364034,0.34810060433873713,0.12786264396926122,0.9476890746145119,*,estimated
main_grade_10_12__a_H1CO6_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1PR86,num_H1PR8,-14.97790853549469,0.8317675605203155,-18.007324697930272,2.879607278666728e-66,3.1273534866394005e-7,6.125790380609939e-8,1.5965841504066933e-6,***,estimated
main_grade_10_12__a_H1CO6_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1SE23,num_H1SE2,-0.9559682757887237,0.26543236412044097,-3.601551298977804,3.257956440940786e-4,0.384439720603845,0.22850076757462517,0.6467982595712506,***,estimated
main_grade_10_12__a_H1CO6_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1PR84,num_H1PR8,1.4202018648754893,0.49017191120395265,2.897354647244497,0.003813431187348357,4.137955663852266,1.5832266036981155,10.815051386839848,**,estimated
main_grade_10_12__a_H1CO6_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1PR83,num_H1PR8,1.3797736709863446,0.4960733559887482,2.7813904019018514,0.005474895639983713,3.9740020937291547,1.5030101940983445,10.50737560062774,**,estimated
main_grade_10_12__a_H1CO6_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1PR85,num_H1PR8,1.2151107365633305,0.4983810333307241,2.4381159299795963,0.014870108971069886,3.370667299768727,1.2690694447562083,8.952542426007865,*,estimated
main_grade_10_12__a_H1CO6_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1MO105,num_H1MO10,-0.7916517042932677,0.33832891526525816,-2.3398878090942756,0.019409520161780023,0.45309579661794586,0.23345256314379928,0.8793897918627492,*,estimated
main_grade_10_12__a_H1CO6_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1BC13,num_H1BC1,-0.8444169960592021,0.38798248019734743,-2.1764307389078215,0.02966603736584259,0.429807864859461,0.2009171475297325,0.9194576120871462,*,estimated
main_grade_10_12__a_H1CO8_yesno__M0_core_controls,main_grade_10_12,a_H1CO8_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.3079122530840233,0.1564530723059629,1.968080578704544,0.04975253605527532,1.3605815968600243,1.00126503084168,1.8488434377439902,*,estimated
main_grade_10_12__a_H1CO8_yesno__M1_family_context,main_grade_10_12,a_H1CO8_yesno,M1_family_context,a_grade_wave112,a_grade_wave1,-1.2424582214266089,0.5535364505039171,-2.2445824846684,0.025718300780643036,0.28867372109106365,0.09755005340851577,0.8542539377152875,*,estimated
main_grade_10_12__a_H1CO8_yesno__M1_family_context,main_grade_10_12,a_H1CO8_yesno,M1_family_context,a_grade_wave111,a_grade_wave1,-0.9155395808732971,0.4468305080121217,-2.048963901203586,0.0415670921616879,0.4003005732741684,0.16673869766941266,0.9610279509399284,*,estimated
main_grade_10_12__a_H1CO8_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1CO8_yesno,M3_knowledge_attitudes,num_H1PA35,num_H1PA3,0.9605101025981078,0.4557713049799218,2.1074387353991524,0.03584999701811751,2.6130290464252597,1.0695075884472098,6.384172371675625,*,estimated
main_grade_10_12__a_H1CO8_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1CO8_yesno,M3_knowledge_attitudes,a_age_wave1,a_age_wave1,0.38660104315993904,0.19189300526212105,2.014669803267981,0.04476765385157835,1.4719691219638584,1.010545973727761,2.1440816670838125,*,estimated
main_grade_10_12__a_H1CO8_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO8_yesno,M6_final_parsimonious_model,num_H1PF65,num_H1PF6,12.401699526766075,1.8485535586816855,6.708866761540018,2.3999418004421764e-10,243214.6161978719,6493.354522553198,9109829.03009875,***,estimated
main_grade_10_12__a_H1CO8_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO8_yesno,M6_final_parsimonious_model,num_H1RP55,num_H1RP5,-3.4435386109912565,1.2613572296201596,-2.7300264589027097,0.006955169230531728,0.03195142139661313,0.002696505021265787,0.3785987124862545,**,estimated
main_grade_10_12__a_H1CO8_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO8_yesno,M6_final_parsimonious_model,a_grade_wave112,a_grade_wave1,-1.8869355657855071,0.7053275500341266,-2.6752613954951987,0.008147839901162508,0.15153546852067168,0.03803009101310838,0.6038112875371369,**,estimated
main_grade_10_12__a_H1CO8_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1CO8_yesno,M6_final_parsimonious_model,a_grade_wave111,a_grade_wave1,-1.4854826157321372,0.6580055498308066,-2.2575533232418787,0.025161536158780584,0.22639305345747926,0.062338660405246105,0.8221834463656165,*,estimated
main_grade_10_12__a_H1FP7_yesno__M0_core_controls,main_grade_10_12,a_H1FP7_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.665314082515608,0.15156478004831014,4.389635126996813,1.2713376932840436e-5,1.9451013477312722,1.4451991232401633,2.617922466257463,***,estimated
main_grade_10_12__a_H1FP7_yesno__M1_family_context,main_grade_10_12,a_H1FP7_yesno,M1_family_context,num_H1WP142,num_H1WP14,15.988760563496982,1.2555442751409274,12.73452548035579,5.621223703057489e-31,8786794.817325583,750048.9756302082,102936962.34556934,***,estimated
main_grade_10_12__a_H1FP7_yesno__M1_family_context,main_grade_10_12,a_H1FP7_yesno,M1_family_context,num_H1WP145,num_H1WP14,13.573097686618476,1.1682289998307693,11.618524868484421,9.323102928633439e-27,784732.1172534861,79488.59624944034,7747079.768734434,***,estimated
main_grade_10_12__a_H1FP7_yesno__M1_family_context,main_grade_10_12,a_H1FP7_yesno,M1_family_context,num_H1WP143,num_H1WP14,14.822588588407703,1.309982794224171,11.315101735505072,1.2242118990280533e-25,2737590.1618707115,210033.4980974677,35681926.7510055,***,estimated
main_grade_10_12__a_H1FP7_yesno__M1_family_context,main_grade_10_12,a_H1FP7_yesno,M1_family_context,num_H1WP144,num_H1WP14,13.211737638629831,1.1856104897289812,11.143404813877703,5.182958226209725e-25,546744.9152982978,53526.978604420416,5584660.487073639,***,estimated
main_grade_10_12__a_H1FP7_yesno__M1_family_context,main_grade_10_12,a_H1FP7_yesno,M1_family_context,num_H1RM1,num_H1RM1,-0.21797151137472265,0.0719733128333206,-3.028504633092435,0.0026330127431386913,0.8041483504212612,0.6983469724514317,0.9259789116222003,**,estimated
main_grade_10_12__a_H1FP7_yesno__M1_family_context,main_grade_10_12,a_H1FP7_yesno,M1_family_context,a_age_wave1,a_age_wave1,0.714082869651707,0.28258556688632247,2.526961576699937,0.0119283023896779,2.0423127560633243,1.1737633890592574,3.5535623554607194,*,estimated
main_grade_10_12__a_H1FP7_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1HS9,num_H1HS9,1.31758392060642,0.25161481116806705,5.236511771663293,2.070175183015825e-7,3.7343878912138893,2.2805551284411463,6.115025569049651,***,estimated
main_grade_10_12__a_H1FP7_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1FP7_yesno,M3_knowledge_attitudes,a_age_wave1,a_age_wave1,0.5686423216032606,0.17115497200667035,3.322382720971139,9.311390372842333e-4,1.7658679424360875,1.262606931085459,2.4697231682727083,***,estimated
main_grade_10_12__a_H1FP7_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1MO104,num_H1MO10,1.7219920883338864,0.5362820614258292,3.210982078638943,0.0013731816300797813,5.5956644265075415,1.9559563353822782,16.00826143593966,**,estimated
main_grade_10_12__a_H1FP7_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1PA7,num_H1PA7,0.5902278346295241,0.2258434392790233,2.6134380370479304,0.009124176616890505,1.804399473254974,1.159019853011376,2.8091472726920332,**,estimated
main_grade_10_12__a_H1FP7_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1MO105,num_H1MO10,1.5112899752002684,0.6001083065541113,2.518362033477363,0.011975215611009811,4.532573932718759,1.398049001517303,14.6949258811851,*,estimated
main_grade_10_12__a_H1FP7_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1MO102,num_H1MO10,0.9906759970241598,0.47830828676692577,2.071208098275966,0.03864455574815378,2.6930543538918372,1.0546318566217272,6.876846842316754,*,estimated
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,a_age_wave1,a_age_wave1,0.7324040007571614,0.15717301792685515,4.6598583549372705,3.6576706493422245e-6,2.080075104007268,1.5285886911439555,2.8305275731647925,***,estimated
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,num_H1PF125,num_H1PF12,2.943380895859613,1.0832153328865313,2.7172629545559963,0.00671276016699001,18.97990704905284,2.2711330397093925,158.61548631989453,**,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PR86,num_H1PR8,-15.858869544164937,1.5235362805472177,-10.40924968223849,7.995942296553453e-24,1.295926789554726e-7,6.542145585931984e-9,2.5670878488198164e-6,***,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1GI1Y80,num_H1GI1Y,-12.809968439200944,1.6860831350730892,-7.597471425183107,8.818805904821973e-14,2.7333886925346337e-6,1.0034100681120345e-7,7.446022301265152e-5,***,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,1.3429331592751548,0.28907172095190675,4.6456746265352615,3.98929185443467e-6,3.8302618127445034,2.1735300265941504,6.749805788125059,***,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO104,num_H1MO10,2.1786562565683805,0.6171622332866333,3.53011921187428,4.4018290744388095e-4,8.834427075866065,2.6353560055202796,29.615392226063655,***,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO105,num_H1MO10,1.804977834303962,0.675085414024335,2.6737029075240804,0.007661679117112757,6.07983668321488,1.6190028302099961,22.831593252848585,**,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1RP52,num_H1RP5,-1.4645372037246285,0.5969824510254715,-2.4532332587145698,0.014379663136654789,0.23118495826111163,0.07174602635165162,0.74494000077764,*,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PA7,num_H1PA7,0.5928768022593217,0.25588542025800387,2.3169620280105705,0.02076866923217662,1.809185605406719,1.0956429704355346,2.9874262356739707,*,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO103,num_H1MO10,1.3958902469104106,0.6115883001338963,2.2824018160661437,0.02273894689926665,4.038568295692152,1.2179598180636246,13.391274192362392,*,estimated
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1WP1,num_H1WP1,0.5479940300034738,0.25632423116323666,2.137893977157747,0.032841235177812476,1.729779649218525,1.0466541336111843,2.858764455959331,*,estimated
main_grade_10_12__a_H1HS9_yesno__M0_core_controls,main_grade_10_12,a_H1HS9_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.47431890611422134,0.10728867854078233,4.420959532406994,1.0147929600886368e-5,1.606919361732922,1.3021712924757796,1.982987837339511,***,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR86,num_H1PR8,34.922414277247036,1.187098801402911,29.418287876270956,2.267968353344953e-161,1467613896531502.5,143262628756652,15034559731212314,***,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR82,num_H1PR8,14.821264062533741,0.5669513943771723,26.142036529984594,7.16574537899471e-132,2733966.553180507,899900.3640388194,8306000.766977428,***,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR83,num_H1PR8,14.906647566860578,0.6171665133066849,24.15336419825018,7.161077206789393e-115,2977657.77192722,888243.5041593034,9981999.04102919,***,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR84,num_H1PR8,14.577292889392286,0.6261101270581527,23.282314499344228,1.1322925489048625e-107,2142090.735761801,627887.9715957214,7307916.265022781,***,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR85,num_H1PR8,14.53683386285111,0.6537783643742846,22.235110023507676,3.1114219088773483e-99,2057153.6517407198,571162.0613962846,7409247.624964375,***,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,a_age_wave1,a_age_wave1,0.6146306619953279,0.15754397735214,3.901327567867062,9.845647264836196e-5,1.8489735772213354,1.3577711110752537,2.5178789424642445,***,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP87,num_H1WP8,-0.9044043301725744,0.33329018795682075,-2.7135642237681,0.006706800289446922,0.40478293028244744,0.2106298190092841,0.7779013504295068,**,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP85,num_H1WP8,-0.8973100985065494,0.4301028810926268,-2.086268513772883,0.03706597520292494,0.40766476427688214,0.17546569145916474,0.947139914651649,*,estimated
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP84,num_H1WP8,-0.8703855305080799,0.429542219195563,-2.026309618966253,0.04285009589135627,0.41879006177517053,0.18045239418352765,0.9719190295878098,*,estimated
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,a_age_wave1,a_age_wave1,0.4723784551385008,0.10918923262490612,4.326236605776374,1.5628637954806678e-5,1.603804236840573,1.2948146521999118,1.9865299066067732,***,estimated
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,num_H1ED195,num_H1ED19,1.2911349313386984,0.4064170614008102,3.176871873657331,0.0015028055442496118,3.6369118595872303,1.6397724644032285,8.066441022486657,**,estimated
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,num_H1ED244,num_H1ED24,0.8479184242171538,0.3096178882492081,2.7385963679678396,0.006204153993764587,2.3347817649788793,1.2726067593465065,4.283495942514974,**,estimated
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,num_H1ED203,num_H1ED20,0.6879377220909961,0.30994615925787095,2.2195394314231245,0.026519445875160107,1.9896081744553964,1.0837673410414497,3.6525742545957907,*,estimated
main_grade_10_12__a_H1HS9_yesno__M3_knowledge_attitudes,main_grade_10_12,a_H1HS9_yesno,M3_knowledge_attitudes,num_H1HS9,num_H1HS9,53.21400537322693,0.07215528663564302,737.492813824406,0,12898787663245907e7,1119770633210563e8,14858285995987426e7,***,estimated
main_grade_10_12__a_H1HS9_yesno__M4_peers_relationships,main_grade_10_12,a_H1HS9_yesno,M4_peers_relationships,a_age_wave1,a_age_wave1,0.4531604564954971,0.11066775338606719,4.094783192305672,4.332407503018065e-5,1.5732766087133245,1.2664929955134723,1.9543726623777995,***,estimated
main_grade_10_12__a_H1HS9_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1HS9_yesno,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,53.2037000766452,0.10188738968464255,522.1814028342369,0,1276654440417544e8,10455506181811804e7,15588404156587677e7,***,estimated
main_grade_10_12__a_sex_ever__M0_core_controls,main_grade_10_12,a_sex_ever,M0_core_controls,a_age_wave1,a_age_wave1,0.288230423581535,0.06003639322341862,4.800928372044574,1.6512370555548106e-6,1.3340646686689588,1.1859677320926576,1.500655112302644,***,estimated
main_grade_10_12__a_sex_ever__M0_core_controls,main_grade_10_12,a_sex_ever,M0_core_controls,a_grade_wave112,a_grade_wave1,0.39837162118060876,0.14705644586190017,2.708970823045167,0.006784923954239933,1.489397418702544,1.1164354625752289,1.9869528917694383,**,estimated
main_grade_10_12__a_sex_ever__M0_core_controls,main_grade_10_12,a_sex_ever,M0_core_controls,a_grade_wave111,a_grade_wave1,0.27575587637320914,0.1099599375959648,2.5077849478820418,0.012197857176516294,1.317526185493441,1.062085468808066,1.6344025979462815,*,estimated
main_grade_10_12__a_sex_ever__M1_family_context,main_grade_10_12,a_sex_ever,M1_family_context,num_H1PR56,num_H1PR5,25.001827655745014,1.5523041819087717,16.106268312053263,2.563660683111506e-55,72136619838.52856,3441975646.1052294,1511832870641.2075,***,estimated
main_grade_10_12__a_sex_ever__M1_family_context,main_grade_10_12,a_sex_ever,M1_family_context,num_H1PR76,num_H1PR7,-12.146714048438525,1.128823953604403,-10.760503451094687,2.2952115758482075e-26,5.305778499340362e-6,5.805969738351798e-7,4.848679333980488e-5,***,estimated
main_grade_10_12__a_sex_ever__M1_family_context,main_grade_10_12,a_sex_ever,M1_family_context,a_age_wave1,a_age_wave1,0.30645188743412444,0.07830010798428383,3.913811811033959,9.355414026618797e-5,1.3585961003603955,1.1653059560824202,1.5839474210873463,***,estimated
main_grade_10_12__a_sex_ever__M1_family_context,main_grade_10_12,a_sex_ever,M1_family_context,num_H1WP87,num_H1WP8,-0.638522079322214,0.17106892442624322,-3.7325427833476232,1.9426539384744424e-4,0.5280722965726975,0.3776387715089314,0.7384314626734976,***,estimated
main_grade_10_12__a_sex_ever__M1_family_context,main_grade_10_12,a_sex_ever,M1_family_context,num_H1WP86,num_H1WP8,-0.6624655110366308,0.246642906050456,-2.685929717764149,0.007286076688842681,0.5155786014356291,0.317942221249114,0.8360679283612447,**,estimated
main_grade_10_12__a_sex_ever__M1_family_context,main_grade_10_12,a_sex_ever,M1_family_context,num_H1WP135,num_H1WP13,-1.051348790067607,0.4263769117232783,-2.4657732657671203,0.01374602314539151,0.3494660747172495,0.15151850185327562,0.8060173238549084,*,estimated
main_grade_10_12__a_sex_ever__M1_family_context,main_grade_10_12,a_sex_ever,M1_family_context,num_H1PR55,num_H1PR5,-0.9104595653084107,0.4252362554972989,-2.1410675913408657,0.03237593388508448,0.4023392803645774,0.1748332483172851,0.9258930900289281,*,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,num_H1PR26,num_H1PR2,13.321047481048979,0.4246279990800888,31.371100139198557,1.4247544749169535e-188,609898.2878694296,265342.46803993825,1401871.0396937788,***,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,a_age_wave1,a_age_wave1,0.29579173301137285,0.06429664973402494,4.600422171838975,4.3801620760729745e-6,1.3441901772374558,1.185032617509419,1.5247236286028232,***,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,num_H1ED244,num_H1ED24,0.6561875572698085,0.19032638173063346,3.4476962746998603,5.72690900514676e-4,1.9274300924126269,1.3273013875969744,2.798902190453956,***,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,num_H1ED233,num_H1ED23,0.5170691888057966,0.1555919310901322,3.32323909847398,8.99804088468153e-4,1.6771051611999261,1.2362826373249278,2.2751122088145794,***,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,num_H1ED235,num_H1ED23,0.7981596943980188,0.2408120832473178,3.3144503533001552,9.284717717851473e-4,2.221449019390793,1.3856481537721999,3.561391636338587,***,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,a_grade_wave112,a_grade_wave1,0.4862664847775011,0.1560570655763403,3.1159530200164394,0.0018497792729369857,1.6262333048941129,1.197689921728127,2.2081130632968247,**,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,num_H1ED234,num_H1ED23,0.47780619971348637,0.16848870839247346,2.8358351385808973,0.004599341302930328,1.6125329437529543,1.1590124789119565,2.243515528952381,**,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,a_grade_wave111,a_grade_wave1,0.2998758150156037,0.1137282448409812,2.636775195422215,0.008410325939559649,1.349691185789317,1.0800080071401268,1.6867155474348428,**,estimated
main_grade_10_12__a_sex_ever__M2_school_context,main_grade_10_12,a_sex_ever,M2_school_context,num_H1ED243,num_H1ED24,0.3331506624664543,0.13747198163749444,2.423407726419141,0.015430827664196933,1.3953575106380023,1.0657785643945106,1.8268547027871818,*,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1MO34,num_H1MO3,1.7569878310025198,0.17274162153307102,10.171189869640932,6.630838652192296e-24,5.794955692820995,4.13056521192882,8.130003948316109,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1MO35,num_H1MO3,1.799082935717671,0.2162092424003864,8.321026963250928,1.3206249040876493e-16,6.044102091922813,3.956314145980791,9.233637357816402,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1PF63,num_H1PF6,-1.6395565401204597,0.23811425243427328,-6.885587583939465,7.015331675956624e-12,0.1940660837336333,0.1216921876093718,0.30948284845204943,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1MO33,num_H1MO3,1.123758933898381,0.16570595908590197,6.7816446680461535,1.4319503780169796e-11,3.0763964673645847,2.2232614826543577,4.2569060356831905,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1PF64,num_H1PF6,-1.8118803609251615,0.26749783716895775,-6.773439292448321,1.5142709152798876e-11,0.163346697098009,0.09669668854069448,0.2759364757522137,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1MO104,num_H1MO10,1.003343036348959,0.20287654315613046,4.945584249120426,8.020392410850548e-7,2.7273843499710413,1.832543718445175,4.059180317279565,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1PA35,num_H1PA3,0.763207031502097,0.15860210395130767,4.812086425640411,1.5693734400980898e-6,2.145144747600606,1.571997192018324,2.9272609464717343,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1PF62,num_H1PF6,-0.4913726665602704,0.1070359033265067,-4.590727515620316,4.603316181745203e-6,0.611786039314645,0.4960080923937993,0.7545888134485189,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1MO32,num_H1MO3,0.7852691620245286,0.17761459857855258,4.4211971780981285,1.0173135489060554e-5,2.192997132849063,1.548279862894566,3.106180310123757,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1PA34,num_H1PA3,0.5962655565887764,0.16217969836284674,3.6765733480077376,2.4063839158823636e-4,1.8153268907364202,1.3210057097143761,2.494623373689492,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1MO103,num_H1MO10,0.6739646850985612,0.1843423609366523,3.6560488955122126,2.6064168194799345e-4,1.962000635600578,1.3670479824339692,2.815882502707257,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1MO105,num_H1MO10,0.934012944955811,0.2751700058749789,3.3943123342453667,6.971761248022621e-4,2.5447004582853436,1.4839088684226478,4.363812738231632,***,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,a_age_wave1,a_age_wave1,0.19271625029398953,0.07334538025287338,2.6275172291637237,0.008645971594554774,1.2125386872053747,1.0501776128907443,1.4000013425564155,**,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,num_H1PF65,num_H1PF6,-1.4384572589279359,0.5479876658702879,-2.624981087199192,0.008710481167962704,0.2372935589615585,0.08106426174006195,0.6946122978976703,**,estimated
main_grade_10_12__a_sex_ever__M3_knowledge_attitudes,main_grade_10_12,a_sex_ever,M3_knowledge_attitudes,a_grade_wave111,a_grade_wave1,0.28048622241695276,0.13182412442687447,2.12773059283655,0.033442838020952166,1.3237733041401263,1.02235719699449,1.714054310866764,*,estimated
