model_id,sample_name,outcome,model_stage,term,term_variable,estimate_log_odds,std_error,statistic,p_value,odds_ratio,conf_low_or,conf_high_or,significance,coefficient_status
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1BC15,num_H1BC1,0.7943387675191985,0.306589662245886,2.5908856864264913,0.009654621663680255,2.212977220491724,1.2133959872821591,4.03600162662849,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1SE24,num_H1SE2,-1.1628564907437486,0.49022596429755433,-2.3720826219598705,0.017798658267926985,0.3125919882431365,0.11958840614314108,0.8170838149380378,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1SE22,num_H1SE2,-0.3788304167398791,0.15973693903029126,-2.3715893082691455,0.01782235623455931,0.6846617099867784,0.5006165614962022,0.9363686565243122,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1BC44,num_H1BC4,0.8913068851640904,0.3866131069016877,2.3054233528371864,0.021262486880114707,2.438314166548406,1.142872917837168,5.202132172352098,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1SE14,num_H1SE1,-0.596549641102336,0.2799673827457841,-2.130782647791564,0.03324987294109183,0.5507085037610345,0.31813301061346605,0.9533114954964691,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1BC14,num_H1BC1,0.6443156089861397,0.31044550135166804,2.0754548098806835,0.03809410256198497,1.9046830351483832,1.0364925097009137,3.500090382157114,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,num_H1BC13,num_H1BC1,0.6652328525414066,0.3339224859495003,1.992177467922933,0.046510918925753646,1.9449433536159928,1.0108027125344472,3.742376827709701,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M4_peers_relationships,num_H1PF123,num_H1PF12,-0.5215890070403251,0.18699539928664377,-2.7893146517513268,0.005340492649530039,0.5935766008018176,0.41143674464748103,0.8563483587770446,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M4_peers_relationships,num_H1PF124,num_H1PF12,-0.9067004178308747,0.3407828465527889,-2.6606398385442867,0.007872123633805734,0.40385457938730857,0.20708316625133344,0.7875991286232795,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1SE15,num_H1SE1,-0.8910851884035955,0.30160954928242456,-2.9544329432659677,0.0031765458415316697,0.41021035560520797,0.22712837221092705,0.7408697302223506,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1BC15,num_H1BC1,0.9376588027475394,0.3228135273561774,2.904645323964291,0.003725344895612504,2.553995007285268,1.356549426351512,4.80844292919103,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1BC13,num_H1BC1,0.9042153288679585,0.34769386340863245,2.600607672518125,0.009388500861593256,2.469993030233173,1.2494898607162028,4.882685135118632,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1PF64,num_H1PF6,-1.2648565746733762,0.4869543024888028,-2.597485160740439,0.00947393580695945,0.2822797793068446,0.10868657391212555,0.7331344704079521,**,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1BC45,num_H1BC4,1.009963724138515,0.4030670573531251,2.505696522982504,0.012316112638989365,2.7455014177813015,1.246017283835841,6.049497172169417,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1BC14,num_H1BC1,0.7709109352054437,0.3236143358917572,2.3821903102070814,0.017322045130417203,2.161734557263375,1.146400274363101,4.076321683247054,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1PF65,num_H1PF6,-1.71122417754888,0.7351420798746148,-2.327746192736981,0.020045245849525224,0.1806445162428585,0.0427621183282291,0.7631156388965488,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1BC44,num_H1BC4,0.8896217636391176,0.40996221873475325,2.170009144707809,0.030147571713069216,2.4342087708785,1.0899107530128447,5.436566548079545,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1SE23,num_H1SE2,-0.5318950697119207,0.2518789377738988,-2.111709198128272,0.03486047929784382,0.587490578486038,0.35858921708247754,0.9625085288899646,*,estimated
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,num_H1BC34,num_H1BC3,-0.8141330802246467,0.3902791660765919,-2.0860275182223638,0.037128476983040816,0.4430232265284363,0.20616463182880745,0.9520041216703077,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1PR76,num_H1PR7,-27.432299422647937,1.3108567300781315,-20.927000482358494,8.013578418877769e-86,1.219842428309874e-12,9.342862551510872e-14,1.592676272074983e-11,***,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1PR86,num_H1PR8,13.29484478946899,1.1781263498606878,11.284735963202156,1.9521932954892632e-28,594124.8666502502,59025.04614507409,5980247.034531725,***,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1RM1,num_H1RM1,0.07274959072312402,0.026318630081617764,2.764186072660976,0.005774235836367191,1.0754611977327635,1.0213906445619716,1.132394147123612,**,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1PR72,num_H1PR7,-1.0711030185681185,0.40462944667276424,-2.6471207851423406,0.008200500547364402,0.3426303812389231,0.15502378316695928,0.7572746307029274,**,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1WP84,num_H1WP8,0.5483792109128902,0.23615170096915022,2.3221480457789627,0.020354300569967582,1.7304460556521797,1.0892853913944553,2.748998173645597,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1WP82,num_H1WP8,0.5929552190948757,0.2640298365123788,2.2457886840644066,0.024858307149991883,1.8093274815794924,1.0783765756321255,3.0357353911177296,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1WP85,num_H1WP8,0.5189889829506568,0.2364025381236418,2.1953612980213366,0.028285874087745654,1.6803279504248263,1.0572170257936917,2.670692915543231,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1WP83,num_H1WP8,0.5105697946155645,0.2374356315079498,2.150350355475057,0.03168217499965234,1.6662403392851008,1.0462328563281706,2.653670118910958,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1PR73,num_H1PR7,-0.7864075626203896,0.3926614159926237,-2.002762508845948,0.045377116637418106,0.45547813637065504,0.2109732484869501,0.9833489989822933,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,num_H1WP81,num_H1WP8,0.5218450653576329,0.2653847867683964,1.9663714401724601,0.04943438911833479,1.6851339654424835,1.0016923136407998,2.834878977124904,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M2_school_context,a_age_wave1,a_age_wave1,-0.18100543630443758,0.08353739778733371,-2.1667593329305546,0.030389477886555053,0.8344308224634763,0.7084054101464409,0.9828761716163918,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M3_knowledge_attitudes,num_H1SE23,num_H1SE2,-1.007765814064318,0.2445829378636291,-4.120343891797607,3.9655719532922074e-5,0.365033622185863,0.2260162516641181,0.5895573629995113,***,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M3_knowledge_attitudes,num_H1SE26,num_H1SE2,-1.6918126696325246,0.44032794126859753,-3.842165147999383,1.2644910365152822e-4,0.18418535401662392,0.07770346449409406,0.43658599851500224,***,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M3_knowledge_attitudes,num_H1SE22,num_H1SE2,-0.34287047411416754,0.15658495945671705,-2.1896769351525314,0.02868357832517124,0.7097301340312228,0.522162208744522,0.964675065939961,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M3_knowledge_attitudes,num_H1SE24,num_H1SE2,-1.055735607322797,0.5107495728450959,-2.0670317968978287,0.0388826749944595,0.34793638859045134,0.12786186594419865,0.9468009058947906,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1PR86,num_H1PR8,-14.966758027955278,0.8296357622371641,-18.040155341901475,1.8546975625481632e-66,3.1624202078091133e-7,6.2204149827671e-8,1.6077547235137414e-6,***,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1SE23,num_H1SE2,-0.9384278494598818,0.26720612470812677,-3.5119997735266755,4.5690940515028347e-4,0.3912424441230239,0.23173707349577732,0.6605358727210591,***,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1PR84,num_H1PR8,1.4106249680153753,0.488807927454737,2.8858471575136173,0.003955151473985273,4.098516045267202,1.572334456876084,10.68337191228809,**,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1PR83,num_H1PR8,1.3769055923194002,0.49470273447906515,2.7832989315681016,0.005443212361533772,3.9626206723095696,1.5027371813015795,10.449174205575131,**,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1PR85,num_H1PR8,1.227222224382917,0.49697863678446297,2.4693661528858772,0.013637411273892237,3.411739315257856,1.2880688694020905,9.036756831705206,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1MO105,num_H1MO10,-0.8330889035283541,0.33791323846387816,-2.465392913623325,0.013789009284107695,0.4347044502462228,0.22415918080337124,0.8430078945980373,*,estimated
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M6_final_parsimonious_model,num_H1BC13,num_H1BC1,-0.8285417023381157,0.38960154478287645,-2.1266386476980195,0.03360043770908522,0.436685639859909,0.20348545922086028,0.9371399253294123,*,estimated
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.33903849967750493,0.16537908868268378,2.0500687383035774,0.041019058991146023,1.403597382219078,1.0150069764901555,1.9409577047289945,*,estimated
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M1_family_context,a_grade_wave112,a_grade_wave1,-1.273832105842711,0.5673929734162623,-2.245061475070782,0.025694973372291242,0.27975750465944216,0.0920040819644491,0.8506607505036519,*,estimated
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M1_family_context,a_grade_wave111,a_grade_wave1,-0.9618996850559283,0.44828950372524623,-2.1457109235496854,0.032921059709673,0.3821662005368763,0.1587305588957546,0.9201190107867642,*,estimated
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M3_knowledge_attitudes,a_age_wave1,a_age_wave1,0.44906606487665013,0.19661556242337688,2.2839802675927845,0.023025380151225606,1.5668481674111285,1.065772152764415,2.3035065922409057,*,estimated
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M6_final_parsimonious_model,num_H1PF65,num_H1PF6,12.410691445845577,1.8474959913455298,6.717574221531534,2.3154580499375788e-10,245411.44439440902,6565.600830501426,9173079.295341596,***,estimated
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M6_final_parsimonious_model,num_H1RP55,num_H1RP5,-3.457649742351822,1.2622421095429852,-2.7392920234642775,0.006773252154768498,0.03150371692943734,0.002654114299667791,0.3739417629807217,**,estimated
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M6_final_parsimonious_model,a_grade_wave112,a_grade_wave1,-1.845897555632532,0.7145562308570546,-2.5832782304879234,0.010575880913986016,0.1578835480068431,0.038912965983948666,0.640588916853869,*,estimated
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M6_final_parsimonious_model,a_grade_wave111,a_grade_wave1,-1.474320656554464,0.6553089610816707,-2.2498100043083653,0.025665359916472077,0.22893419917742638,0.06337243949868901,0.8270293516804537,*,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.616900382164667,0.1576999190910378,3.9118623885186627,9.857618987109741e-5,1.8531749960609907,1.3604404950789837,2.5243717593295165,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M1_family_context,num_H1WP142,num_H1WP14,15.988760563496982,1.2555442751409274,12.73452548035579,5.621223703057489e-31,8786794.817325583,750048.9756302082,102936962.34556934,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M1_family_context,num_H1WP145,num_H1WP14,13.573097686618476,1.1682289998307693,11.618524868484421,9.323102928633439e-27,784732.1172534861,79488.59624944034,7747079.768734434,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M1_family_context,num_H1WP143,num_H1WP14,14.822588588407703,1.309982794224171,11.315101735505072,1.2242118990280533e-25,2737590.1618707115,210033.4980974677,35681926.7510055,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M1_family_context,num_H1WP144,num_H1WP14,13.211737638629831,1.1856104897289812,11.143404813877703,5.182958226209725e-25,546744.9152982978,53526.978604420416,5584660.487073639,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M1_family_context,num_H1RM1,num_H1RM1,-0.21797151137472265,0.0719733128333206,-3.028504633092435,0.0026330127431386913,0.8041483504212612,0.6983469724514317,0.9259789116222003,**,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M1_family_context,a_age_wave1,a_age_wave1,0.714082869651707,0.28258556688632247,2.526961576699937,0.0119283023896779,2.0423127560633243,1.1737633890592574,3.5535623554607194,*,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1HS9,num_H1HS9,1.3196851263129896,0.2524195637566507,5.228141221198109,2.164183202577404e-7,3.7422428579218727,2.281750202927684,6.137561241234219,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1MO104,num_H1MO10,1.7327063210940554,0.5364416748018953,3.229999462166942,0.001286200781259051,5.65594000429698,1.9764071753191585,16.185762595726818,**,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M3_knowledge_attitudes,a_age_wave1,a_age_wave1,0.5210679394067212,0.17792252010996684,2.9286227459271026,0.003497058121392665,1.6838249128224374,1.188081474705968,2.3864241614769512,**,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1MO105,num_H1MO10,1.5258162876850991,0.5992719243299587,2.546116755579869,0.01107102763105958,4.598896059761084,1.4208329952558212,14.88552492735291,*,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1PA7,num_H1PA7,0.5708209854859086,0.22737388506381948,2.510494929203018,0.012243745684403886,1.7697193691024622,1.1333390315287166,2.7634331459950783,*,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M3_knowledge_attitudes,num_H1MO102,num_H1MO10,1.0002429646344448,0.4780876341935206,2.092174934249744,0.03672360431997258,2.718942355048866,1.0652304935520358,6.939951094929437,*,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M4_peers_relationships,a_age_wave1,a_age_wave1,0.682937921862926,0.1636433198022625,4.173332114553471,3.303713032314084e-5,1.9796853577724156,1.4364819226422294,2.7283003384892597,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M4_peers_relationships,num_H1PF125,num_H1PF12,2.9140056204283162,1.0751870880017622,2.710231226682607,0.006856128566707433,18.430476398556674,2.2403652888360956,151.619230118596,**,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PR86,num_H1PR8,-15.858869544164937,1.5235362805472177,-10.40924968223849,7.995942296553453e-24,1.295926789554726e-7,6.542145585931984e-9,2.5670878488198164e-6,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1GI1Y80,num_H1GI1Y,-12.809968439200944,1.6860831350730892,-7.597471425183107,8.818805904821973e-14,2.7333886925346337e-6,1.0034100681120345e-7,7.446022301265152e-5,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,1.3429331592751548,0.28907172095190675,4.6456746265352615,3.98929185443467e-6,3.8302618127445034,2.1735300265941504,6.749805788125059,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO104,num_H1MO10,2.1786562565683805,0.6171622332866333,3.53011921187428,4.4018290744388095e-4,8.834427075866065,2.6353560055202796,29.615392226063655,***,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO105,num_H1MO10,1.804977834303962,0.675085414024335,2.6737029075240804,0.007661679117112757,6.07983668321488,1.6190028302099961,22.831593252848585,**,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1RP52,num_H1RP5,-1.4645372037246285,0.5969824510254715,-2.4532332587145698,0.014379663136654789,0.23118495826111163,0.07174602635165162,0.74494000077764,*,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PA7,num_H1PA7,0.5928768022593217,0.25588542025800387,2.3169620280105705,0.02076866923217662,1.809185605406719,1.0956429704355346,2.9874262356739707,*,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO103,num_H1MO10,1.3958902469104106,0.6115883001338963,2.2824018160661437,0.02273894689926665,4.038568295692152,1.2179598180636246,13.391274192362392,*,estimated
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1WP1,num_H1WP1,0.5479940300034738,0.25632423116323666,2.137893977157747,0.032841235177812476,1.729779649218525,1.0466541336111843,2.858764455959331,*,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.4856688303468754,0.11761806651246896,4.129202636530235,3.732310476119147e-5,1.6252616697341626,1.290638968271424,2.046641671330329,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,num_H1PR86,num_H1PR8,34.83781067044345,1.1862697730178644,29.367527912151242,8.465721822862131e-161,1348555845150829.3,131854731733191.19,13792473304412168,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,num_H1PR82,num_H1PR8,14.770638343606965,0.5556179740485543,26.584162200476598,1.1233663531339976e-135,2599002.676928073,874692.0097078466,7722506.7106025675,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,num_H1PR83,num_H1PR8,14.880049156469651,0.6002933058556413,24.787964502219534,3.724141629167053e-120,2899500.841350991,894011.8212943823,9403796.380257027,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,num_H1PR84,num_H1PR8,14.527907874743393,0.6119419401455019,23.74066381410152,2.166803557856055e-111,2038873.2294968942,614461.572872555,6765279.1150559,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,num_H1PR85,num_H1PR8,14.51757545320417,0.6369420266301226,22.792616668761042,1.1858205434767233e-103,2017915.191918624,579064.46044681,7032000.752790129,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,a_age_wave1,a_age_wave1,0.6110860965425372,0.16927216306072607,3.6100802724622314,3.127802855570003e-4,1.8424313708454048,1.32222068072654,2.5673122541163265,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,num_H1WP87,num_H1WP8,-0.8705894950366707,0.3353698649746587,-2.595908535498425,0.009495376578834794,0.41870465216820324,0.21698773877327787,0.8079423599619815,**,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,num_H1WP85,num_H1WP8,-0.8922681715070557,0.4311327000393703,-2.069590572521118,0.038604398301802026,0.4097253706067512,0.1759970116086894,0.9538507374891769,*,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,num_H1WP84,num_H1WP8,-0.8537117845412786,0.4301170999302766,-1.9848357218991484,0.047283799624089635,0.42583140049346696,0.1832798058025305,0.989374584135029,*,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M2_school_context,a_age_wave1,a_age_wave1,0.48551526344320234,0.12001072388802905,4.045598990771791,5.342159994868737e-5,1.6250121024950075,1.2844032898528146,2.0559464103816256,***,estimated
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M2_school_context,num_H1ED195,num_H1ED19,1.2950564405115854,0.40730532131274466,3.1795716204679567,0.0014889989894085135,3.651202044037139,1.643351921760442,8.112246798664918,**,estimated
