total_candidate_construct_rows,rows_with_variable_name,rows_with_variable_label,rows_with_wave,rows_with_document,rows_with_response_categories,rows_with_public_use_confirmed,rows_with_final_accept_decision,rows_ready_for_confirmed_dictionary,import_readiness
20,0,0,0,0,0,0,0,0,not_ready_manual_variable_review_required
