n_total,isx_broad_score_n,isx_broad_score_mean,isx_broad_score_sd,isx_broad_mean_n,isx_broad_mean_mean,isx_broad_mean_sd,isx_initiated_mean_n,isx_initiated_mean_mean,isx_initiated_mean_sd,risk_burden_mean_n,risk_burden_mean_mean,risk_burden_mean_sd
6504,6412,12.083749220212102,4.862194341241637,6412,3.183042212518195,1.0417756672272984,2537,2.4122979897516754,0.683368171397773,6417,0.16379668588644744,0.22596031330140545
