n_total,connectedness_core_n,connectedness_core_mean,connectedness_core_sd,connectedness_extended_n,connectedness_extended_mean,connectedness_extended_sd,school_problem_n,school_problem_mean,school_problem_sd
6504,6368,3.7114086055276383,0.7469079293693532,6368,3.6032270728643216,0.6239813002702799,6368,1.0411170435510888,0.7307745967191875
