model_id,sample_name,outcome,model_stage,term,term_variable,estimate_log_odds,std_error,statistic,p_value,odds_ratio,conf_low_or,conf_high_or,significance,coefficient_status,outcome_domain,term_domain,ci_width_ratio,absolute_log_or,p_value_band,or_direction,extreme_or_flag,ci_width_flag,conceptual_overlap_flag,coefficient_reporting_decision,final_model_decision,final_model_reporting_status,suitability_score,final_selection_class
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M0_core_controls,a_grade_wave112,a_grade_wave1,0.17699023438908107,0.7610448648386139,0.2325621557496658,0.8161286268884701,1.193619436647219,0.26856623754380243,5.304938448600247,NA,estimated,hiv_sti_or_sexual_health,core_sociodemographic,19.752812181892466,0.17699023438908107,not_statistically_significant,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_final_model_with_caution,report_only_after_manual_review,85,usable_with_caution
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M0_core_controls,(Intercept),(Intercept),2.1541025850247424,1.3622576043564971,1.5812740396059646,0.11399692859115554,8.62015085432959,0.5969497622209817,124.4778127977406,NA,estimated,condom_or_contraceptive_use,other,208.52309637349484,2.1541025850247424,not_statistically_significant,higher_odds,extreme_or_review,very_wide_ci_review,no_automatic_overlap_flag,exclude_intercept,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M0_core_controls,a_grade_wave111,a_grade_wave1,-0.16990553365344122,0.16394512518158708,-1.0363561189468264,0.30017987069460755,0.8437445182938326,0.6118684448273403,1.163493260960336,NA,estimated,condom_or_contraceptive_use,core_sociodemographic,1.9015415336358055,0.1699055336534412,not_statistically_significant,lower_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M0_core_controls,a_age_wave1,a_age_wave1,-0.07916946228029259,0.0840603932363599,-0.9418164635238494,0.3464172020136457,0.9238833477997014,0.7835441782367862,1.0893584102205387,NA,estimated,condom_or_contraceptive_use,core_sociodemographic,1.3902960936700823,0.07916946228029255,not_statistically_significant,lower_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M0_core_controls,a_grade_wave112,a_grade_wave1,0.12130734451924131,0.20195467397974243,0.6006661897382448,0.5481404820368129,1.128971842359224,0.7599339050819418,1.677221416647473,NA,estimated,condom_or_contraceptive_use,core_sociodemographic,2.2070622266374893,0.12130734451924129,not_statistically_significant,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M0_core_controls,(Intercept),(Intercept),3.44361334155407,1.3374077416037031,2.574841788656605,0.01011085204255293,31.299851137803216,2.2757147252552694,430.4936248715225,*,estimated,condom_or_contraceptive_use,other,189.16853685306867,3.44361334155407,p_lt_0_05,higher_odds,very_extreme_or_review,very_wide_ci_review,no_automatic_overlap_flag,exclude_intercept,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M0_core_controls,a_age_wave1,a_age_wave1,-0.15909434817627469,0.0825537477332272,-1.927160820007697,0.05412279796751652,0.8529158841146814,0.7254960191376424,1.002714675457251,.,estimated,condom_or_contraceptive_use,core_sociodemographic,1.3821091350013515,0.15909434817627463,p_lt_0_10,lower_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M0_core_controls,a_grade_wave112,a_grade_wave1,0.29713340532115606,0.20350726367462263,1.4600628987682105,0.14445393402704762,1.3459948503465935,0.9032636188304116,2.0057291131745423,NA,estimated,condom_or_contraceptive_use,core_sociodemographic,2.2205357011629174,0.297133405321156,not_statistically_significant,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M0_core_controls,a_grade_wave111,a_grade_wave1,-0.09287176507751234,0.16253336239317978,-0.571401241628466,0.5678017400547143,0.9113103546162644,0.6626971666453358,1.253191660128651,NA,estimated,condom_or_contraceptive_use,core_sociodemographic,1.8910472583917621,0.09287176507751244,not_statistically_significant,lower_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.33903849967750493,0.16537908868268378,2.0500687383035774,0.04101905899114602,1.403597382219078,1.0150069764901557,1.9409577047289943,*,estimated,condom_or_contraceptive_use,core_sociodemographic,1.9122604570076265,0.33903849967750493,p_lt_0_05,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,candidate_for_interpretation,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M0_core_controls,(Intercept),(Intercept),-4.904352112949861,2.681897901028814,-1.8286871066450672,0.06820229832875166,0.00741424512055787,3.865354761303272e-5,1.4221471016849652,.,estimated,condom_or_contraceptive_use,other,36792.14947932654,4.904352112949862,p_lt_0_10,lower_odds,very_extreme_or_review,very_wide_ci_review,no_automatic_overlap_flag,exclude_intercept,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M0_core_controls,a_grade_wave111,a_grade_wave1,-0.4911683132557055,0.31587402463236985,-1.5549499957375474,0.120760836431066,0.6119110725885119,0.3294662357247598,1.136490238317564,NA,estimated,condom_or_contraceptive_use,core_sociodemographic,3.449489249839252,0.4911683132557055,not_statistically_significant,lower_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M0_core_controls,a_grade_wave112,a_grade_wave1,-0.44427747998420086,0.4118743878171039,-1.0786722678698968,0.28139377158205514,0.6412874517050599,0.2860606922230309,1.4376305689484017,NA,estimated,condom_or_contraceptive_use,core_sociodemographic,5.0256138226343054,0.4442774799842008,not_statistically_significant,lower_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M0_core_controls,(Intercept),(Intercept),-11.861766737350246,2.561252330707989,-4.631237069122112,4.177733185909065e-6,7.055051045291428e-6,4.6592730513973834e-8,0.00106827276921964,***,estimated,pregnancy_or_reproductive_experience,other,22927.885046343214,11.861766737350246,p_lt_0_001,lower_odds,very_extreme_or_review,very_wide_ci_review,no_automatic_overlap_flag,exclude_intercept,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.616900382164667,0.1576999190910378,3.9118623885186623,9.85761898710974e-5,1.853174996060991,1.3604404950789837,2.5243717593295165,***,estimated,pregnancy_or_reproductive_experience,core_sociodemographic,1.8555547033925641,0.6169003821646671,p_lt_0_001,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,candidate_for_interpretation,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M0_core_controls,a_grade_wave112,a_grade_wave1,-0.462407512523083,0.3743976675883472,-1.235070494700579,0.21713094836498617,0.6297656502542474,0.30233278204075337,1.3118153167614297,NA,estimated,pregnancy_or_reproductive_experience,core_sociodemographic,4.338978088669861,0.462407512523083,not_statistically_significant,lower_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M0_core_controls,a_grade_wave111,a_grade_wave1,-0.1951937717699976,0.3177805961081831,-0.6142406873185773,0.5392136231516031,0.8226752313746055,0.441294096577244,1.533658713240445,NA,estimated,pregnancy_or_reproductive_experience,core_sociodemographic,3.4753664849264387,0.19519377176999753,not_statistically_significant,lower_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M0_core_controls,(Intercept),(Intercept),-11.045123863086635,1.917230101946222,-5.760979786346193,9.146986575883643e-9,1.596480632514415e-5,3.725498945852941e-7,6.841366611660916e-4,***,estimated,hiv_sti_or_sexual_health,other,1836.3625144160676,11.045123863086637,p_lt_0_001,lower_odds,very_extreme_or_review,very_wide_ci_review,no_automatic_overlap_flag,exclude_intercept,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.4856688303468754,0.11761806651246896,4.129202636530235,3.732310476119147e-5,1.6252616697341626,1.290638968271424,2.046641671330329,***,estimated,hiv_sti_or_sexual_health,core_sociodemographic,1.5857584666542595,0.4856688303468754,p_lt_0_001,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,candidate_for_interpretation,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M0_core_controls,a_grade_wave111,a_grade_wave1,0.16836345087407795,0.23821045205130895,0.706784481639007,0.47975135520261647,1.1833666281333115,0.7419087401084234,1.88750516185448,NA,estimated,hiv_sti_or_sexual_health,core_sociodemographic,2.5441204016259973,0.168363450874078,not_statistically_significant,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M0_core_controls,a_grade_wave112,a_grade_wave1,0.06507867054584437,0.2756505977260139,0.2360911642590743,0.8133768851689049,1.0672429816695832,0.6217628674368426,1.8319002976463212,NA,estimated,hiv_sti_or_sexual_health,core_sociodemographic,2.946300581117289,0.06507867054584446,not_statistically_significant,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,not_statistically_prioritized,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_sex_ever__M0_core_controls,strict_grade_10_12_age_15_19,a_sex_ever,M0_core_controls,(Intercept),(Intercept),-5.149804125049745,0.9940903118115992,-5.18041878475297,2.3507701853250115e-7,0.00580054079621465,8.265739787821627e-4,0.04070570135551989,***,estimated,sexual_initiation,other,49.24628938294653,5.149804125049746,p_lt_0_001,lower_odds,very_extreme_or_review,wide_ci_review,no_automatic_overlap_flag,exclude_intercept,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_sex_ever__M0_core_controls,strict_grade_10_12_age_15_19,a_sex_ever,M0_core_controls,a_age_wave1,a_age_wave1,0.30278361837601625,0.06176272081591606,4.902368522242787,9.939577185527829e-7,1.3536215339252706,1.199288765395535,1.52781490994948,***,estimated,sexual_initiation,core_sociodemographic,1.2739341466653316,0.3027836183760162,p_lt_0_001,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,candidate_for_interpretation,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_sex_ever__M0_core_controls,strict_grade_10_12_age_15_19,a_sex_ever,M0_core_controls,a_grade_wave112,a_grade_wave1,0.3900763584671904,0.1489390046807564,2.6190342771747424,0.00885946715544751,1.4770935781780965,1.103134760662383,1.977823124152933,**,estimated,sexual_initiation,core_sociodemographic,1.7929116139585148,0.3900763584671906,p_lt_0_01,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,candidate_for_interpretation,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
strict_grade_10_12_age_15_19__a_sex_ever__M0_core_controls,strict_grade_10_12_age_15_19,a_sex_ever,M0_core_controls,a_grade_wave111,a_grade_wave1,0.26895333020974116,0.11083028639238786,2.426713301610792,0.0152911019525318,1.3085940678106616,1.0530871243265478,1.6260937910567947,*,estimated,sexual_initiation,core_sociodemographic,1.544120855239481,0.2689533302097412,p_lt_0_05,higher_odds,not_extreme,ci_width_not_extreme,no_automatic_overlap_flag,candidate_for_interpretation,alternative_stable_final_model,ready_for_cautious_reporting,100,technically_stable_candidate
