model_id,sample_name,outcome,model_stage,term,term_variable,estimate_log_odds,std_error,statistic,p_value,odds_ratio,conf_low_or,conf_high_or,significance,coefficient_status,or_interpretation_flag
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,a_age_wave1,a_age_wave1,0.7324040007571614,0.15717301792685515,4.6598583549372705,3.6576706493422245e-6,2.080075104007268,1.5285886911439555,2.8305275731647925,***,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,num_H1PF125,num_H1PF12,2.943380895859613,1.0832153328865313,2.7172629545559963,0.00671276016699001,18.97990704905284,2.2711330397093925,158.61548631989453,**,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,a_grade_wave112,a_grade_wave1,-0.609641633122363,0.37188003635679945,-1.6393502568592946,0.10150061479597618,0.5435456229234915,0.2622317814235836,1.126643927732232,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,num_H1PF122,num_H1PF12,-0.26611112262161224,0.22145033641908576,-1.2016740499233551,0.22981571955465466,0.7663539635077757,0.4965089437802702,1.1828556257467657,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,a_grade_wave111,a_grade_wave1,-0.271707951505562,0.32069521275091095,-0.847246671301582,0.39708984932790425,0.7620767919730931,0.4064596696792898,1.4288281967119658,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,num_H1PF123,num_H1PF12,-0.2376921600596551,0.32013101503493685,-0.7424840109094555,0.4579938622190053,0.788445368714192,0.42098884186772334,1.4766331969486792,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M4_peers_relationships,main_grade_10_12,a_H1FP7_yesno,M4_peers_relationships,num_H1PF124,num_H1PF12,0.12204548536161265,0.5200207074817504,0.23469351048082196,0.8145016584691229,1.1298054902228736,0.40771164728057074,3.130792201428916,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PR86,num_H1PR8,-15.858869544164937,1.5235362805472177,-10.40924968223849,7.995942296553453e-24,1.295926789554726e-7,6.542145585931984e-9,2.5670878488198164e-6,***,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1GI1Y80,num_H1GI1Y,-12.809968439200944,1.6860831350730892,-7.597471425183107,8.818805904821973e-14,2.7333886925346337e-6,1.0034100681120345e-7,7.446022301265152e-5,***,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1HS9,num_H1HS9,1.3429331592751548,0.28907172095190675,4.6456746265352615,3.98929185443467e-6,3.8302618127445034,2.1735300265941504,6.749805788125059,***,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO104,num_H1MO10,2.1786562565683805,0.6171622332866333,3.53011921187428,4.4018290744388095e-4,8.834427075866065,2.6353560055202796,29.615392226063655,***,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO105,num_H1MO10,1.804977834303962,0.675085414024335,2.6737029075240804,0.007661679117112757,6.07983668321488,1.6190028302099961,22.831593252848585,**,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1RP52,num_H1RP5,-1.4645372037246285,0.5969824510254715,-2.4532332587145698,0.014379663136654789,0.23118495826111163,0.07174602635165162,0.74494000077764,*,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PA7,num_H1PA7,0.5928768022593217,0.25588542025800387,2.3169620280105705,0.02076866923217662,1.809185605406719,1.0956429704355346,2.9874262356739707,*,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO103,num_H1MO10,1.3958902469104106,0.6115883001338963,2.2824018160661437,0.02273894689926665,4.038568295692152,1.2179598180636246,13.391274192362392,*,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1WP1,num_H1WP1,0.5479940300034738,0.25632423116323666,2.137893977157747,0.032841235177812476,1.729779649218525,1.0466541336111843,2.858764455959331,*,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1RP53,num_H1RP5,-0.9122792155067171,0.47074249919268185,-1.9379580494033697,0.052995506683552296,0.40160782930763317,0.15962395457221867,1.0104301011300727,.,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO102,num_H1MO10,1.0618101359141563,0.5516527781601436,1.9247798215672454,0.05462696225496901,2.8916004446418038,0.9807582232434289,8.525396915665063,.,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO133,num_H1MO13,0.750217792124219,0.4573756874428012,1.6402660060894476,0.10136041745944986,2.117461132755174,0.8639515784029592,5.189690904919662,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1BC13,num_H1BC1,-1.0033878661418218,0.6631780861659964,-1.5129991280964454,0.13069233930710855,0.3666352236796382,0.09993683775243811,1.345063444729007,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO143,num_H1MO14,-0.7772840646440023,0.606252970529352,-1.2821117626282539,0.2001913330534089,0.45965270460159774,0.14008023871375438,1.5082827584217853,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1RP54,num_H1RP5,-0.5900573825271063,0.473995807491269,-1.2448578092918576,0.21356473377991853,0.5542954769466794,0.21891118809926935,1.4035074151816376,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,a_age_wave1,a_age_wave1,0.32841457446031125,0.2810988230066448,1.1683242602995458,0.2430394795325336,1.3887645992952924,0.8004836923101919,2.4093771438237432,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,a_grade_wave112,a_grade_wave1,-0.5427522027285125,0.49625511367112773,-1.0936959393998282,0.2744321667016927,0.5811466160686569,0.21971759297702384,1.5371158257835453,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO95,num_H1MO9,-0.6722610706614605,0.620628681340843,-1.0831936887110465,0.27906329975126903,0.5105528755886297,0.15126934550430787,1.7231795239333245,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO115,num_H1MO11,0.884798472618212,0.8187960035491672,1.080609173448514,0.28021110103938995,2.4224961429843943,0.4867319615698971,12.056918439968777,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO93,num_H1MO9,-0.563050754997748,0.5344416904338178,-1.0535307500818427,0.2924300104547599,0.5694691003931251,0.19977641390728781,1.6232900068626421,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PR84,num_H1PR8,-0.7099038170177275,0.6932863646189538,-1.0239691031683669,0.3061731280398885,0.49169148754030784,0.12634423269345588,1.9135065666683404,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO142,num_H1MO14,-0.32049619860917056,0.3446664635459851,-0.9298734646587111,0.3527295455121502,0.7257888123103488,0.36933822082152434,1.4262520648503851,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO92,num_H1MO9,-0.42338286583469986,0.484611680423245,-0.8736538613038181,0.38258058830867336,0.6548278738907782,0.25328960541713097,1.6929219962190982,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PR85,num_H1PR8,-0.5686766138305794,0.7319233264874593,-0.7769620030552792,0.437421051869999,0.5662743426788523,0.1348966520963697,2.3771281658441983,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO94,num_H1MO9,-0.418363319274818,0.5408054501703496,-0.7735930160153466,0.43941017173815233,0.6581230761843683,0.22801542436124136,1.8995468601289927,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1GI1Y78,num_H1GI1Y,-0.8441684097082616,1.3215859342595286,-0.6387540816112277,0.5231738618844428,0.4299147225093183,0.0322422736606624,5.732432848114066,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1BC15,num_H1BC1,-0.3689415644146923,0.5912041773117701,-0.6240510107561906,0.5327798853723043,0.6914658154793991,0.21703389229508396,2.2029968173197636,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,a_grade_wave111,a_grade_wave1,-0.2583485060266769,0.4351277068681931,-0.5937303048020675,0.5528677931618093,0.7723260249252443,0.32916411872462853,1.8121279168822086,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1BC14,num_H1BC1,0.3111990173400874,0.5686233195630384,0.5472850068464128,0.5843423529858807,1.3650608649367535,0.4478474181779277,4.160772373240658,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PR83,num_H1PR8,-0.3598893025669598,0.7177915113330665,-0.5013841719841202,0.6162448350781293,0.6977535613242133,0.1708856491179851,2.849039898045964,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO135,num_H1MO13,0.29327153272090045,0.5864661574346608,0.5000655690069795,0.6171725314642085,1.3408068139296876,0.42477225008320946,4.232298395029602,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO114,num_H1MO11,0.38035277064879747,0.8283285956455069,0.45918102145488887,0.6462344512391629,1.4628005315168269,0.28846795410869613,7.417757725004105,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1GI1Y79,num_H1GI1Y,-0.5494775251840913,1.4255899424918934,-0.38543869369870776,0.7000194287027819,0.5772513308880305,0.03530842014495954,9.437383424236026,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO112,num_H1MO11,0.30228886905190677,0.9274606740516644,0.3259317376027824,0.7445650208115038,1.3529519962265804,0.21969082716773275,8.33206887921601,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1GI1Y77,num_H1GI1Y,-0.3710635840644159,1.1803471005908703,-0.3143681921010058,0.7533270132162075,0.6900000671552303,0.06825231669647118,6.975588752415756,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO144,num_H1MO14,-0.10880849548207443,0.39724482428725666,-0.2739078996870518,0.7842292433666598,0.8969021618689342,0.4117214085947993,1.953829631329327,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO113,num_H1MO11,-0.17637002482750133,0.857643590774226,-0.20564489343211403,0.8371229458759424,0.8383077312664746,0.15608548161372848,4.502403715166118,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO145,num_H1MO14,-0.07319561635410297,0.40968949408135896,-0.1786611993022386,0.8582509788737394,0.9294190026854324,0.416367487711239,2.0746569029709256,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1PR82,num_H1PR8,-0.14283337855366943,0.8323277357013125,-0.17160713553936685,0.8637917209132948,0.8668985007444489,0.16961981299750337,4.430573276271886,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO134,num_H1MO13,-0.046677316374658134,0.47299895727532165,-0.09868376168002492,0.9214151800582311,0.9543953156481043,0.37766214752982125,2.4118658025136606,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1MO132,num_H1MO13,-0.031602089139641944,0.32954975883474913,-0.09589474212144283,0.9236292520011601,0.9688920380500078,0.5078751565364928,1.848390828562304,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1GI1Y76,num_H1GI1Y,0.030048258604037342,1.1403426382163686,0.026350201770089374,0.9789848765860985,1.0305042634507777,0.11024795514111753,9.632278763183828,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1RP55,num_H1RP5,-0.01201798422939276,0.5374367134791582,-0.022361673343067615,0.982165276563746,0.9880539433133763,0.344592078508872,2.8330616278864267,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1FP7_yesno__M6_final_parsimonious_model,main_grade_10_12,a_H1FP7_yesno,M6_final_parsimonious_model,num_H1BC12,num_H1BC1,-0.0033614911390336512,0.8180286899101112,-0.00410925824545717,0.9967223654273712,0.9966441523470249,0.20054878936417053,4.952907317749083,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M0_core_controls,main_grade_10_12,a_H1HS9_yesno,M0_core_controls,a_age_wave1,a_age_wave1,0.47431890611422134,0.10728867854078233,4.420959532406994,1.0147929600886368e-5,1.606919361732922,1.3021712924757796,1.982987837339511,***,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M0_core_controls,main_grade_10_12,a_H1HS9_yesno,M0_core_controls,a_grade_wave111,a_grade_wave1,0.17228116634902726,0.23471480472594014,0.7340021288822739,0.4630003721664666,1.1880118152041395,0.7499416684219737,1.8819758022439819,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M0_core_controls,main_grade_10_12,a_H1HS9_yesno,M0_core_controls,a_grade_wave112,a_grade_wave1,0.08721445448285019,0.26807737457353437,0.32533314167819494,0.7449498859941678,1.0911306524889277,0.6451856335236843,1.8453078291570613,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR86,num_H1PR8,34.922414277247036,1.187098801402911,29.418287876270956,2.267968353344953e-161,1467613896531502.5,143262628756652,15034559731212314,***,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR82,num_H1PR8,14.821264062533741,0.5669513943771723,26.142036529984594,7.16574537899471e-132,2733966.553180507,899900.3640388194,8306000.766977428,***,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR83,num_H1PR8,14.906647566860578,0.6171665133066849,24.15336419825018,7.161077206789393e-115,2977657.77192722,888243.5041593034,9981999.04102919,***,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR84,num_H1PR8,14.577292889392286,0.6261101270581527,23.282314499344228,1.1322925489048625e-107,2142090.735761801,627887.9715957214,7307916.265022781,***,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR85,num_H1PR8,14.53683386285111,0.6537783643742846,22.235110023507676,3.1114219088773483e-99,2057153.6517407198,571162.0613962846,7409247.624964375,***,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,a_age_wave1,a_age_wave1,0.6146306619953279,0.15754397735214,3.901327567867062,9.845647264836196e-5,1.8489735772213354,1.3577711110752537,2.5178789424642445,***,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP87,num_H1WP8,-0.9044043301725744,0.33329018795682075,-2.7135642237681,0.006706800289446922,0.40478293028244744,0.2106298190092841,0.7779013504295068,**,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP85,num_H1WP8,-0.8973100985065494,0.4301028810926268,-2.086268513772883,0.03706597520292494,0.40766476427688214,0.17546569145916474,0.947139914651649,*,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP84,num_H1WP8,-0.8703855305080799,0.429542219195563,-2.026309618966253,0.04285009589135627,0.41879006177517053,0.18045239418352765,0.9719190295878098,*,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP144,num_H1WP14,-2.001843715845025,1.0552031189606286,-1.8971169435291608,0.05793964793281842,0.13508599331102863,0.0170766741922064,1.0686053609405723,.,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP143,num_H1WP14,-1.9249043679938052,1.024783091920349,-1.8783529735904518,0.06046130709031537,0.14588970791458394,0.01957544649024086,1.08727057061066,.,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP145,num_H1WP14,-1.937268177208928,1.0644091925580266,-1.820040817717118,0.06888477620706195,0.14409706021241803,0.017890057012637857,1.1606426266385397,.,estimated,large_or_extreme_or_review
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP132,num_H1WP13,-1.0493659206522907,0.6184720119008568,-1.696707208184075,0.0898894887758547,0.3501597077731157,0.10418667218079423,1.176847464088176,.,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP134,num_H1WP13,-1.00647922987157,0.6269468161101803,-1.6053662033346863,0.10855270225079591,0.3655035709234721,0.10696057295854401,1.2489916299306636,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR55,num_H1PR5,-1.026384120725583,0.6576623104631986,-1.560655224415536,0.1187448848693964,0.358300191312776,0.098726463369658235,1.3003507136084327,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP142,num_H1WP14,-1.363362912173424,1.0437403052915342,-1.3062280964541404,0.1916076894799931,0.25579909898803055,0.033071152226612506,1.9785575838036222,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP135,num_H1WP13,-0.8458224454091369,0.6761918828686256,-1.2508615776647352,0.21111423388775943,0.4292042159735296,0.11404541464579107,1.6152886074517054,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP86,num_H1WP8,-0.5514934877741944,0.4669421510900334,-1.1810745431458345,0.23769716752868622,0.576088786017083,0.2306854686397019,1.4386614437903038,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP133,num_H1WP13,-0.7253526230732594,0.6172568346513688,-1.1751228700172172,0.24006913340178707,0.484153815045056,0.14439884964681504,1.6233156787329885,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR54,num_H1PR5,-0.7220311945791246,0.6292851540820338,-1.1473831694510315,0.25134452656829387,0.4857645708461922,0.14150360338850965,1.6675703843492808,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,a_grade_wave111,a_grade_wave1,0.3854023175490564,0.33755132481965694,1.1417591613807612,0.25367488443714803,1.47020569202441,0.7586624889334084,2.8490993141097563,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP83,num_H1WP8,-0.34168098513931333,0.35303320121742904,-0.9678437720900817,0.3332257760033772,0.7105748524928249,0.3557147762635561,1.419442358562854,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR53,num_H1PR5,-0.5107357857064436,0.6020656248738356,-0.848305840104174,0.3963573433680121,0.6000539052570638,0.1843748417010198,1.9528949063350531,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1PR52,num_H1PR5,-0.21437697279964985,0.5932666215608905,-0.3613501333272751,0.717871437979367,0.8070440940000095,0.2522891191099032,2.581641935087044,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP82,num_H1WP8,-0.11438626879351677,0.4041888465245666,-0.2830020416868786,0.7772011442971961,0.8919133710337552,0.4038965864257474,1.969586988760164,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,num_H1WP81,num_H1WP8,-0.09134672180903712,0.38230858188668254,-0.23893453125808348,0.8111779746558211,0.9127012026201922,0.43142070887050815,1.93088432737794,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M1_family_context,main_grade_10_12,a_H1HS9_yesno,M1_family_context,a_grade_wave112,a_grade_wave1,0.07478789630957,0.3898279995506784,0.19184844699655146,0.8478781250535999,1.0776555519225717,0.5019398521969182,2.313706479982649,,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,a_age_wave1,a_age_wave1,0.4723784551385008,0.10918923262490612,4.326236605776374,1.5628637954806678e-5,1.603804236840573,1.2948146521999118,1.9865299066067732,***,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,num_H1ED195,num_H1ED19,1.2911349313386984,0.4064170614008102,3.176871873657331,0.0015028055442496118,3.6369118595872303,1.6397724644032285,8.066441022486657,**,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,num_H1ED244,num_H1ED24,0.8479184242171538,0.3096178882492081,2.7385963679678396,0.006204153993764587,2.3347817649788793,1.2726067593465065,4.283495942514974,**,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,num_H1ED203,num_H1ED20,0.6879377220909961,0.30994615925787095,2.2195394314231245,0.026519445875160107,1.9896081744553964,1.0837673410414497,3.6525742545957907,*,estimated,confidence_interval_excludes_one
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,num_H1ED245,num_H1ED24,0.7148104877199618,0.3690481398724279,1.9369031042049327,0.05284453299165641,2.043799320485644,0.9915123587202781,4.2128730173458315,.,estimated,confidence_interval_includes_one
main_grade_10_12__a_H1HS9_yesno__M2_school_context,main_grade_10_12,a_H1HS9_yesno,M2_school_context,num_H1ED202,num_H1ED20,0.3194020546121531,0.27271120740661897,1.1712098584049644,0.2416010670575137,1.376304563279961,0.8064511836389251,2.34882692137426,,estimated,confidence_interval_includes_one
