sample_name,outcome,predictor,predictor_category,unweighted_n,public_unweighted_n,unweighted_yes,unweighted_no,weighted_total,weighted_pct_yes,public_weighted_pct_yes,disclosure_status
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF6,1,275,275,212,63,856295.142972777,77.5669228690433,77.57,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF6,2,187,187,138,49,615587.775363391,77.76414415238818,77.76,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF6,3,10,10,6,4,27402.678225685002,57.7040209812657,57.70,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF6,4,4,<10,2,2,12197.546317642,34.8933367857691,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF6,5,1,<10,1,0,1061.024764224,100,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF9,1,117,117,87,30,357862.1611764,76.38920685300266,76.39,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF9,2,200,200,150,50,643717.065149104,75.32877973785826,75.33,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF9,3,111,111,85,26,342081.481536392,79.08659227263252,79.09,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF9,4,32,32,25,7,118108.303017321,84.38104088581085,84.38,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PF9,5,9,<10,6,3,23330.605510896,67.62617415269163,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR2,1,23,23,17,6,74441.261323013,69.16893958722346,69.17,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR2,2,44,44,30,14,146231.759178189,73.01003797313902,73.01,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR2,3,188,188,139,49,586900.664665024,76.66557000697235,76.67,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR2,4,145,145,110,35,452434.647563543,76.76407010523587,76.76,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR2,5,70,70,56,14,231019.429411387,80.94967249845058,80.95,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR2,6,7,<10,7,0,21516.405502563,100.00000000000001,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR3,1,4,<10,4,0,15278.603491694,100,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR3,2,5,<10,4,1,13913.626218706,76.3738358672487,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR3,3,17,17,12,5,55890.925783155,74.28763236301903,74.29,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR3,4,70,70,54,16,236407.208375697,75.15088652209555,75.15,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR3,5,381,381,285,96,1191053.803774467,77.1544346821672,77.15,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR5,1,23,23,17,6,70884.862191998,75.71004147596312,75.71,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR5,2,68,68,47,21,238742.652303314,70.12957505558545,70.13,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR5,3,192,192,138,54,600380.712667434,74.17667483846961,74.18,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR5,4,139,139,115,24,429571.290636695,82.50594639771778,82.51,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR5,5,54,54,41,13,169376.518790194,82.41364091782566,82.41,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR5,6,1,<10,1,0,3588.131054084,100,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR7,1,20,20,15,5,63149.635735275,78.92592999023886,78.93,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR7,2,49,49,33,16,174521.41639487,67.77257221087264,67.77,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR7,3,171,171,124,47,519579.543868392,76.21905261527971,76.22,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR7,4,162,162,130,32,510443.162332566,80.52618657228467,80.53,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR7,5,73,73,56,17,236324.597505897,78.39713786449924,78.40,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR7,6,2,<10,1,1,8525.811806719,42.08550617146246,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR8,1,10,10,8,2,38215.603547945,83.512304207029,83.51,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR8,2,36,36,27,9,119534.984093312,76.30232553867977,76.30,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR8,3,141,141,97,44,439847.111394907,70.52728513329892,70.53,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR8,4,179,179,137,42,572079.251103021,78.95173750276815,78.95,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR8,5,107,107,87,20,327667.906134593,82.02661490347788,82.03,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1PR8,6,4,<10,3,1,15199.311369941,67.51378643114035,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP3,1,303,303,230,73,956352.935764523,77.67283534271115,77.67,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP3,2,107,107,75,32,348028.239410281,71.41454410805086,71.41,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP3,3,38,38,31,7,127658.141592033,81.06795486434034,81.07,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP3,4,19,19,16,3,47343.0596623,93.91068196851106,93.91,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP3,5,10,10,7,3,32974.59693756,74.39517853083193,74.40,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP5,1,33,33,27,6,110159.245667803,78.58739626624167,78.59,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP5,2,53,53,36,17,171250.428997426,68.99550619521072,69.00,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP5,3,188,188,140,48,600760.251862366,76.20443791564614,76.20,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP5,4,154,154,121,33,490239.703102435,80.65370647190021,80.65,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP5,5,50,50,36,14,143973.956366991,76.36695867340906,76.37,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP6,1,36,36,26,10,134476.547737259,71.68386450394227,71.68,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP6,2,54,54,39,15,158890.396152666,79.53065044545092,79.53,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP6,3,117,117,88,29,358058.971873886,76.73006121494599,76.73,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP6,4,171,171,132,39,550313.784807525,78.4979496286234,78.50,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1RP6,5,97,97,72,25,300774.923703334,74.64716709482065,74.65,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE1,1,314,314,248,66,984066.754672386,79.40546046099773,79.41,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE1,2,75,75,53,22,262602.163817364,78.49105714866954,78.49,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE1,3,40,40,29,11,121706.91432088701,69.11958765937425,69.12,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE1,4,17,17,12,5,45320.487202066,81.31024373154165,81.31,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE1,5,23,23,15,8,78677.967819767,62.30505531558246,62.31,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE1,6,6,<10,1,5,16970.48530691,25.98875799189536,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE2,1,372,372,292,80,1188188.677273648,80.23382042038999,80.23,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE2,2,74,74,54,20,226733.485432943,72.12632809279586,72.13,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE2,3,17,17,9,8,53525.704765049,57.11488770529412,57.11,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE2,4,4,<10,1,3,13362.004287186,26.85700503729412,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE2,5,5,<10,4,1,20186.063556347,83.49271152019493,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE2,6,5,<10,0,5,13299.979219503999,0,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE3,1,324,324,254,70,1017300.892093243,80.54221044503036,80.54,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE3,2,73,73,53,20,235185.513868248,72.25671598521484,72.26,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE3,3,43,43,30,13,140607.730997255,71.84178183869352,71.84,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE3,4,21,21,15,6,70019.443348314,77.1066978211089,77.11,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE3,5,16,16,8,8,52225.244827872,45.14798406461343,45.15,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1SE3,6,1,<10,0,1,1044.760862089,0,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1TS8,0,36,36,24,12,105109.902086705,70.98893721761061,70.99,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1TS8,1,442,442,336,106,1411273.683910316,77.46626252497285,77.47,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP1,0,257,257,188,69,776857.333909945,74.43107646134173,74.43,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP1,1,176,176,136,40,583793.562544392,79.4102774416176,79.41,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP10,2,2,<10,1,1,7064.702732653001,47.95977692324822,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP10,3,14,14,10,4,44579.922929189,70.97846895652458,70.98,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP10,4,35,35,24,11,119768.395028395,69.23688977105786,69.24,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP10,5,368,368,276,92,1143099.097875668,77.07594952347999,77.08,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP13,1,13,13,12,1,38006.016570639,91.44460699382277,91.44,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP13,2,17,17,9,8,61841.531662489,49.20810294921019,49.21,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP13,3,59,59,43,16,189820.036750479,75.31045609025742,75.31,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP13,4,77,77,60,17,265593.145133251,79.33422719579353,79.33,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP13,5,101,101,80,21,318428.509731357,81.9181296491515,81.92,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP14,1,2,<10,2,0,6976.346724954999,100,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP14,2,10,10,6,4,33626.757706988,60.2069654301721,60.21,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP14,3,17,17,14,3,53077.581527261,83.40141673063785,83.40,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP14,4,36,36,25,11,114471.382119299,70.53734606292483,70.54,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP14,5,202,202,157,45,665537.171769712,79.25361293860827,79.25,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP2,0,44,44,31,13,129361.448490039,72.07922463339827,72.08,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP2,1,390,390,294,96,1235727.824919846,77.12143342503985,77.12,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP8,0,88,88,68,20,278438.551528035,76.85706893015283,76.86,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP8,1,29,29,22,7,98447.248404066,74.23440265782139,74.23,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP8,2,45,45,32,13,137992.759983397,74.90289963477804,74.90,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP8,3,46,46,34,12,139940.176689639,78.42520883385926,78.43,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP8,4,53,53,46,7,192475.648706571,88.25440539419562,88.25,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP8,5,52,52,41,11,174286.389049694,80.83802949291488,80.84,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP8,6,21,21,17,4,65714.594197743,87.81295841571207,87.81,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP8,7,99,99,64,35,275355.061437501,63.6126515304627,63.61,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP9,1,3,<10,2,1,8455.732785665,87.24933361319307,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP9,2,12,12,6,6,43739.544927802,45.260320768243126,45.26,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP9,3,58,58,40,18,197076.652269737,69.59458408374404,69.59,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP9,4,94,94,74,20,307935.275338012,79.78700461763898,79.79,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_H1WP9,5,252,252,189,63,757304.913244689,77.7741580418106,77.77,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,10,8,<10,6,2,29106.325611695,72.70707938221138,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,11,3,<10,3,0,11312.28490375,100,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,12,1,<10,1,0,2340.398784274,100,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,4,4,<10,4,0,12508.555714459,100,suppressed,suppressed_small_category
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,5,117,117,91,26,382179.259815275,79.86868260619464,79.87,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,6,124,124,99,25,394349.978104418,82.7073987693925,82.71,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,7,101,101,72,29,301378.042007155,71.65257805708029,71.65,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,8,84,84,59,25,265266.965775112,72.45277600912495,72.45,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IMONTH,9,36,36,25,11,117941.775280883,68.69255120228206,68.69,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_IYEAR,95,478,478,360,118,1516383.585997021,77.01727914429814,77.02,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_PA21,0,333,333,258,75,1064571.246246072,78.96502022287274,78.97,reported
strict_grade_10_12_age_15_19,a_H1CO13_yesno,num_PA21,1,36,36,28,8,107774.185240071,79.77397079148763,79.77,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,a_female,0,1753,1753,58,1695,5574560.619153083,3.019930703864573,3.02,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,a_grade_wave1,10,498,498,12,486,1495165.47304269,2.075419882219351,2.08,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,a_grade_wave1,11,617,617,17,600,1833708.142574238,2.4885727637662236,2.49,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,a_grade_wave1,12,638,638,29,609,2245687.003536155,4.082659101482301,4.08,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_age_15_19_flag,TRUE,1753,1753,58,1695,5574560.619153083,3.019930703864573,3.02,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_age_wave1,15,95,95,1,94,287359.631975875,0.9767817999504708,0.98,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_age_wave1,16,421,421,8,413,1228991.728206323,1.6938248124540063,1.69,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_age_wave1,17,608,608,19,589,1895933.671498443,2.4081094916658055,2.41,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_age_wave1,18,560,560,28,532,1910006.830984724,4.751818532140626,4.75,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_age_wave1,19,69,69,2,67,252268.756487718,3.2932366176365857,3.29,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_grade_10_12_flag,TRUE,1753,1753,58,1695,5574560.619153083,3.019930703864573,3.02,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_grade_wave1,10,498,498,12,486,1495165.47304269,2.075419882219351,2.08,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_grade_wave1,11,617,617,17,600,1833708.142574238,2.4885727637662236,2.49,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_grade_wave1,12,638,638,29,609,2245687.003536155,4.082659101482301,4.08,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_main_sample_flag,TRUE,1753,1753,58,1695,5574560.619153083,3.019930703864573,3.02,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,derived_strict_sample_flag,TRUE,1753,1753,58,1695,5574560.619153083,3.019930703864573,3.02,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_BIO_SEX,1,854,854,17,837,2744109.305739538,1.9875083541987635,1.99,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_BIO_SEX,2,899,899,41,858,2830451.313413545,4.020859341550523,4.02,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC1,1,87,87,4,83,288167.199329174,4.1246455401375295,4.12,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC1,2,106,106,5,101,320215.148167969,3.8971296298884113,3.90,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC1,3,190,190,4,186,615873.035425764,1.5815818932313206,1.58,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC1,4,569,569,21,548,1783837.333989648,3.3026826534306575,3.30,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC1,5,794,794,24,770,2546996.830927255,2.9575133061050694,2.96,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC2,1,60,60,3,57,195866.406874636,4.103345695869694,4.10,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC2,2,151,151,4,147,472201.327047508,2.509965991576209,2.51,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC2,3,264,264,5,259,814809.121113126,2.004869359413193,2.00,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC2,4,639,639,19,620,2021912.238868466,2.547192388080372,2.55,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC2,5,632,632,27,605,2050083.364474593,3.9325642846809776,3.93,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC3,1,63,63,3,60,186929.155362941,4.793477435665135,4.79,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC3,2,117,117,4,113,367346.847697286,4.219921349780928,4.22,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC3,3,259,259,7,252,820173.957028523,2.3293749142888953,2.33,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC3,4,649,649,24,625,2048110.299048333,3.381759044424955,3.38,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC3,5,658,658,20,638,2129812.702626072,2.6067377216666134,2.61,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC4,1,44,44,1,43,138211.960690302,2.451463429032118,2.45,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC4,2,100,100,4,96,311816.94392747,4.766862533074663,4.77,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC4,3,285,285,10,275,925596.0576240451,3.5688124592812525,3.57,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC4,4,662,662,23,639,2018524.981315472,3.3192525805863533,3.32,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC4,5,655,655,19,636,2160031.46052608,2.1558161645362186,2.16,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC5,1,94,94,3,91,301839.895600306,2.874586076288122,2.87,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC5,2,170,170,8,162,568134.602770222,3.69044390563636,3.69,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC5,3,340,340,6,334,1056370.7499317,1.5972518705680674,1.60,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC5,4,563,563,18,545,1772253.934989074,3.298920706679906,3.30,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC5,5,572,572,23,549,1830789.898647818,3.461149624818885,3.46,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC6,1,685,685,23,662,2236034.736709964,2.882933317714399,2.88,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC6,2,558,558,22,536,1688135.933463636,3.5886069080595138,3.59,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC6,3,224,224,6,218,684917.655651764,3.161176115773595,3.16,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC6,4,137,137,4,133,458188.077201755,3.018348012731316,3.02,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC6,5,140,140,3,137,480164.459054324,1.629181498937422,1.63,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC7,1,51,51,1,50,159358.438486442,0.7290312748432471,0.73,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC7,2,43,43,1,42,111291.375809327,2.53339295247414,2.53,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC7,3,218,218,8,210,679075.05082931,3.571860215671479,3.57,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC7,4,542,542,21,521,1716621.970751432,3.4872491990526426,3.49,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC7,5,893,893,27,866,2892786.0100288102,2.7740783188626104,2.77,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC8,1,85,85,0,85,255564.894998624,0,0.00,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC8,2,192,192,7,185,588777.1248161331,3.5130776434334785,3.51,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC8,3,431,431,15,416,1361580.936565761,3.404680618898416,3.40,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC8,4,492,492,13,479,1583151.737306637,2.1153929304279586,2.12,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1BC8,5,542,542,23,519,1749561.883332833,3.876188013755314,3.88,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1CO1,1,1753,1753,58,1695,5574560.619153083,3.019930703864573,3.02,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED19,1,306,306,5,301,953004.743917133,1.6641246624167918,1.66,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED19,2,755,755,28,727,2384436.171118478,3.274979104072393,3.27,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED19,3,379,379,11,368,1225702.5029876211,2.634045265771809,2.63,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED19,4,221,221,8,213,708309.765783862,2.9762904915544954,2.98,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED19,5,90,90,6,84,300123.479728333,7.0077754225077005,7.01,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED20,1,412,412,8,404,1254669.989258646,1.5735318447653666,1.57,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED20,2,743,743,24,719,2325389.759785362,3.222343802336145,3.22,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED20,3,310,310,12,298,1006737.606423657,2.611166076555961,2.61,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED20,4,205,205,7,198,684130.175596976,3.5512937904151984,3.55,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED20,5,83,83,7,76,303633.088088442,7.6046125121651205,7.60,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED23,1,181,181,5,176,553897.326812722,2.250711918438106,2.25,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED23,2,685,685,23,662,2223042.831619134,3.0480864631724343,3.05,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED23,3,429,429,13,416,1348190.373661047,2.6067432382347384,2.61,reported
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED23,4,329,329,9,320,1039969.265304259,2.248336439750768,2.25,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED23,5,129,129,8,121,409460.821755921,7.227821574443963,7.23,review_small_outcome_cell
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,num_H1ED24,1,385,385,7,378,1214448.61605212,1.656865040976706,1.66,review_small_outcome_cell
