sample_name,outcome,predictor,predictor_category,unweighted_n,public_unweighted_n,unweighted_yes,unweighted_no,weighted_total,weighted_pct_yes,public_weighted_pct_yes,disclosure_status
main_grade_10_12,a_H1CO13_yesno,a_female,0,481,481,363,118,1525590.891950221,77.15598536211316,77.16,reported
main_grade_10_12,a_H1CO13_yesno,a_grade_wave1,10,105,105,74,31,337679.685179075,72.4920797776102,72.49,reported
main_grade_10_12,a_H1CO13_yesno,a_grade_wave1,11,165,165,125,40,495403.840855524,77.48382974312922,77.48,reported
main_grade_10_12,a_H1CO13_yesno,a_grade_wave1,12,211,211,164,47,692507.365915622,79.19566157848676,79.20,reported
main_grade_10_12,a_H1CO13_yesno,derived_age_15_19_flag,FALSE,3,<10,3,0,9207.3059532,100,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,derived_age_15_19_flag,TRUE,478,478,360,118,1516383.585997021,77.01727914429814,77.02,reported
main_grade_10_12,a_H1CO13_yesno,derived_age_wave1,14,1,<10,1,0,2576.282941037,100,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,derived_age_wave1,15,20,20,11,9,66764.727547001,65.4114817331456,65.41,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,derived_age_wave1,16,99,99,73,26,312100.532441581,76.8998052618914,76.90,reported
main_grade_10_12,a_H1CO13_yesno,derived_age_wave1,17,164,164,127,37,500293.921177999,79.44668699056204,79.45,reported
main_grade_10_12,a_H1CO13_yesno,derived_age_wave1,18,181,181,140,41,590121.923409386,77.2118036659634,77.21,reported
main_grade_10_12,a_H1CO13_yesno,derived_age_wave1,19,14,14,9,5,47102.481421054,66.00534127167712,66.01,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,derived_age_wave1,20,2,<10,2,0,6631.023012163,100,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,derived_grade_10_12_flag,TRUE,481,481,363,118,1525590.891950221,77.15598536211316,77.16,reported
main_grade_10_12,a_H1CO13_yesno,derived_grade_wave1,10,105,105,74,31,337679.685179075,72.4920797776102,72.49,reported
main_grade_10_12,a_H1CO13_yesno,derived_grade_wave1,11,165,165,125,40,495403.840855524,77.48382974312922,77.48,reported
main_grade_10_12,a_H1CO13_yesno,derived_grade_wave1,12,211,211,164,47,692507.365915622,79.19566157848676,79.20,reported
main_grade_10_12,a_H1CO13_yesno,derived_main_sample_flag,TRUE,481,481,363,118,1525590.891950221,77.15598536211316,77.16,reported
main_grade_10_12,a_H1CO13_yesno,derived_strict_sample_flag,FALSE,3,<10,3,0,9207.3059532,100,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,derived_strict_sample_flag,TRUE,478,478,360,118,1516383.585997021,77.01727914429814,77.02,reported
main_grade_10_12,a_H1CO13_yesno,num_BIO_SEX,2,481,481,363,118,1525590.891950221,77.15598536211316,77.16,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC1,1,15,15,9,6,49687.745583187,58.85120125792475,58.85,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC1,2,25,25,18,7,86629.052166101,72.25772297834818,72.26,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC1,3,50,50,37,13,163281.973063672,76.9512466794149,76.95,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC1,4,162,162,119,43,488539.518388925,74.36199112698488,74.36,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC1,5,228,228,179,49,733623.766493814,80.76109760973125,80.76,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC2,1,14,14,9,5,45405.942040155,63.89380679250183,63.89,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC2,2,38,38,29,9,121157.353355798,73.27239344417693,73.27,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC2,3,61,61,48,13,195088.554726971,81.0385976138082,81.04,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC2,4,180,180,126,54,547028.96654147,71.59139384833362,71.59,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC2,5,188,188,151,37,616910.075285827,82.60126352595655,82.60,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC3,1,11,11,7,4,36752.501259189,70.1152594981848,70.12,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC3,2,26,26,16,10,85805.651556717,63.8063085104598,63.81,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC3,3,57,57,43,14,175851.703207274,78.72344545773251,78.72,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC3,4,179,179,130,49,537980.203436564,73.42596431565097,73.43,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC3,5,208,208,167,41,689200.832490477,81.70513680328611,81.71,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC4,1,10,10,6,4,32870.313643831,64.8155373451463,64.82,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC4,2,25,25,17,8,80612.551611523,67.87304250592037,67.87,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC4,3,73,73,53,20,240086.779520429,74.58450079129122,74.58,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC4,4,181,181,135,46,549580.808939814,76.22315270605722,76.22,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC4,5,192,192,152,40,622440.438234624,80.82541675111237,80.83,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC5,1,17,17,13,4,56984.929350138,81.83566667228318,81.84,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC5,2,31,31,17,14,106233.149238464,57.38457025283177,57.38,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC5,3,72,72,51,21,221213.498769234,75.85377866491987,75.85,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC5,4,158,158,119,39,497886.407873595,76.32934007243057,76.33,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC5,5,202,202,163,39,638335.2259661551,81.72148800385341,81.72,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC6,1,239,239,186,53,780660.975664352,80.2805699675129,80.28,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC6,2,152,152,117,35,452346.737058957,77.66972842395728,77.67,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC6,3,46,46,30,16,145753.552168654,64.74350699337502,64.74,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC6,4,21,21,17,4,67525.614398137,80.85020994194204,80.85,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC6,5,23,23,13,10,79304.012660121,63.13496425575397,63.13,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC7,1,8,<10,4,4,21058.714030095,44.361071703046704,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1BC7,2,7,<10,2,5,16815.272212977,27.207723544571902,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1BC7,3,51,51,34,17,165609.108325384,68.98335453812673,68.98,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC7,4,134,134,105,29,410232.704347328,78.76014831008011,78.76,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC7,5,281,281,218,63,911875.093034437,79.59699328468126,79.60,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC8,1,12,12,6,6,36473.886916580996,50.54012689946665,50.54,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1BC8,2,37,37,24,13,123462.044356069,70.43710844620982,70.44,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC8,3,91,91,69,22,289468.013516979,78.43311127597725,78.43,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC8,4,150,150,111,39,452055.088714175,75.69350263097691,75.69,reported
main_grade_10_12,a_H1CO13_yesno,num_H1BC8,5,190,190,153,37,621283.136550981,80.87657837343382,80.88,reported
main_grade_10_12,a_H1CO13_yesno,num_H1CO1,1,481,481,363,118,1525590.891950221,77.15598536211316,77.16,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED19,1,60,60,47,13,176383.210658886,72.58178675466375,72.58,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED19,2,201,201,152,49,639765.063586366,79.53643541326316,79.54,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED19,3,93,93,72,21,303870.691225261,76.80416737578227,76.80,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED19,4,78,78,58,20,243163.350536348,78.38220818643623,78.38,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED19,5,49,49,34,15,162408.57594336,71.56895147385362,71.57,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED20,1,98,98,73,25,301951.91891193,74.96080092841767,74.96,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED20,2,195,195,150,45,613388.528321929,77.23464395670622,77.23,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED20,3,97,97,69,28,320342.53345638,75.53898171230705,75.54,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED20,4,60,60,47,13,185345.587624634,81.58202291704627,81.58,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED20,5,31,31,24,7,104562.323635348,80.14215070356887,80.14,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1ED23,1,50,50,39,11,146146.13501221,75.71629520464846,75.72,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED23,2,182,182,132,50,573883.686186889,74.940656516717425,74.94,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED23,3,99,99,77,22,338575.806536319,81.2043329346187,81.20,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED23,4,110,110,82,28,344202.154512696,75.73137204268839,75.73,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED23,5,40,40,33,7,122783.109702107,82.05428665854284,82.05,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1ED24,1,81,81,65,16,232128.07211192301,78.45050732012577,78.45,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED24,2,223,223,158,65,700505.799817733,72.5901654889297,72.59,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED24,3,88,88,67,21,301099.050885493,78.90896927283484,78.91,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED24,4,66,66,56,10,212679.368962412,89.1134392170667,89.11,reported
main_grade_10_12,a_H1CO13_yesno,num_H1ED24,5,23,23,17,6,79178.60017266,74.97058279173261,74.97,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1GH44,1,10,10,8,2,29189.107647501,77.1811826235865,77.18,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1GH44,2,18,18,12,6,52233.957494467,56.05333768333068,56.05,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1GH44,3,82,82,67,15,258420.096931246,85.83461653645062,85.83,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GH44,4,189,189,140,49,589175.219774878,74.96011235613027,74.96,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GH44,5,181,181,136,45,596210.210351206,77.4587546858121,77.46,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GH46,1,7,<10,6,1,22168.873290007,84.2703451637397,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1GH46,2,15,15,10,5,46257.097371328004,65.90246823170222,65.90,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1GH46,3,75,75,59,16,239917.168214786,81.49360596989504,81.49,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GH46,4,186,186,144,42,592129.966305607,77.78847665783934,77.79,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GH46,5,197,197,144,53,624755.48701757,75.51631122886494,75.52,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GI1Y,74,1,<10,1,0,2848.721895436,100,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1GI1Y,75,4,<10,4,0,14433.459618676,99.99999999999999,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1GI1Y,76,71,71,51,20,234031.388825155,73.19807738523791,73.20,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GI1Y,77,205,205,162,43,663661.646572905,79.76407606934703,79.76,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GI1Y,78,146,146,111,35,426152.176898498,77.47669362475072,77.48,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GI1Y,79,50,50,32,18,172802.849514598,68.89838414681768,68.90,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GI1Y,80,4,<10,2,2,11660.648624953,84.9477488240919,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1GI20,10,105,105,74,31,337679.685179075,72.4920797776102,72.49,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GI20,11,165,165,125,40,495403.840855524,77.48382974312922,77.48,reported
main_grade_10_12,a_H1CO13_yesno,num_H1GI20,12,211,211,164,47,692507.365915622,79.19566157848676,79.20,reported
main_grade_10_12,a_H1CO13_yesno,num_H1HS9,0,363,363,271,92,1176023.2621000211,76.54026973244127,76.54,reported
main_grade_10_12,a_H1CO13_yesno,num_H1HS9,1,118,118,92,26,349567.6298502,79.22738969564075,79.23,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO1,1,2,<10,1,1,7179.124215144,60.31936751523584,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1MO1,2,18,18,12,6,43651.979577237,74.43680038468874,74.44,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1MO1,3,160,160,119,41,475909.843093343,74.30236855262247,74.30,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO1,4,167,167,123,44,539884.951356132,76.4997979076725,76.50,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO1,5,111,111,89,22,371452.944124067,81.47786530364311,81.48,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO10,1,100,100,72,28,317441.699799143,75.60730723108135,75.61,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO10,2,112,112,90,22,351458.799412943,83.30371877598066,83.30,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO10,3,75,75,55,20,245288.498861163,72.27976151886398,72.28,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO10,4,117,117,88,29,365072.539130364,76.92714072461683,76.93,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO10,5,54,54,39,15,162924.29679398,70.68736347296138,70.69,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO11,1,15,15,11,4,48934.724334924,69.87997440608471,69.88,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1MO11,2,36,36,27,9,117084.837366601,78.08948535336917,78.09,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1MO11,3,44,44,33,11,147927.991977791,75.08990209891765,75.09,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO11,4,203,203,151,52,612771.139343209,76.03906946408095,76.04,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO11,5,158,158,119,39,508601.702206908,77.76094530036185,77.76,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO12,1,23,23,18,5,70017.813340966,72.43740223801919,72.44,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1MO12,2,78,78,64,14,241152.57265578202,83.98948117563934,83.99,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO12,3,59,59,42,17,170970.060040337,72.63373521727883,72.63,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO12,4,156,156,115,41,495451.99573765503,74.51138307410893,74.51,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO12,5,143,143,105,38,465671.554500913,77.19520562006718,77.20,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO13,1,129,129,95,34,415309.017042407,74.44763252408795,74.45,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO13,2,187,187,144,43,584204.999692152,78.90512919808403,78.91,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO13,3,52,52,37,15,153054.510258067,72.72681129057034,72.73,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO13,4,56,56,40,16,185090.857942823,73.640177792966,73.64,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO13,5,35,35,28,7,105604.611340204,83.63245264195902,83.63,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1MO14,1,141,141,104,37,437175.68780203303,74.52439039701669,74.52,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO14,2,143,143,105,38,461051.950362048,75.40673560407508,75.41,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO14,3,40,40,29,11,113632.845606337,74.8485099991871,74.85,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO14,4,78,78,64,14,251586.876465179,83.23731912253702,83.24,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO14,5,57,57,42,15,179816.636040056,76.83085804225288,76.83,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO2,1,8,<10,3,5,20208.89543646,28.126157408737953,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1MO2,2,30,30,22,8,94994.771512787,73.15561540906657,73.16,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1MO2,3,108,108,86,22,336285.06743703503,82.59811815405774,82.60,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO2,4,185,185,139,46,577748.796844229,78.69542633190383,78.70,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO2,5,127,127,94,33,410101.118102183,72.78537566778415,72.79,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO3,1,31,31,20,11,86391.88844188,65.01788517185429,65.02,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO3,2,58,58,36,22,173473.335623672,66.7108103042732,66.71,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO3,3,106,106,79,27,328043.647777253,76.21919225303121,76.22,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO3,4,179,179,136,43,578979.847823353,77.10895712013532,77.11,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO3,5,84,84,72,12,272819.136551088,85.82929481132403,85.83,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO5,1,58,58,44,14,192249.556830597,77.52470908141296,77.52,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO5,2,152,152,114,38,504297.683152856,79.59255243024445,79.59,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO5,3,193,193,146,47,577639.219334671,75.40286386658686,75.40,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO5,4,41,41,32,9,121775.443222524,80.38348737604137,80.38,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1MO5,5,12,12,6,6,37452.907010398,43.53905424224028,43.54,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1MO9,1,102,102,71,31,321294.238302582,72.30097335716779,72.30,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO9,2,114,114,91,23,387880.322600279,81.39877790226652,81.40,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO9,3,90,90,70,20,258040.385267969,77.32990386537433,77.33,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO9,4,97,97,71,26,298057.132454471,73.72116959597889,73.72,reported
main_grade_10_12,a_H1CO13_yesno,num_H1MO9,5,54,54,40,14,174471.198882628,78.14654990419832,78.15,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PA3,1,23,23,11,12,76714.672509043,44.29270144246345,44.29,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PA3,2,36,36,26,10,114769.46734239,74.97651499821022,74.98,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PA3,3,56,56,36,20,157073.769313519,71.20736726225648,71.21,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PA3,4,139,139,109,30,439016.631720303,78.420115032468,78.42,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PA3,5,159,159,123,36,507561.456384465,79.4934367529627,79.49,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PA7,0,280,280,209,71,877507.921248873,76.61157021956848,76.61,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PA7,1,178,178,135,43,564048.469088991,77.04397971078647,77.04,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF12,1,145,145,120,25,449854.061208621,81.59123303852347,81.59,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF12,2,240,240,179,61,743339.580927093,76.77120298916097,76.77,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF12,3,76,76,52,24,267125.810118213,73.16156331727568,73.16,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF12,4,11,11,7,4,34934.471552462,75.13328504910567,75.13,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PF12,5,4,<10,1,3,9542.689795025,11.118717961230974,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PF17,1,62,62,49,13,182732.776560612,81.72973371971229,81.73,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF17,2,203,203,152,51,640356.744477376,75.02232513773845,75.02,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF17,3,130,130,101,29,425568.191215272,78.69887924843667,78.70,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF17,4,67,67,46,21,215049.576805013,75.12949211245123,75.13,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF17,5,10,10,7,3,30001.882610835,77.0819936995526,77.08,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PF6,1,276,276,213,63,860077.444089504,77.66557520932629,77.67,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF6,2,188,188,139,49,618436.497258827,77.86656981726668,77.87,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF6,3,10,10,6,4,27402.678225685002,57.7040209812657,57.70,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PF6,4,4,<10,2,2,12197.546317642,34.8933367857691,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PF6,5,1,<10,1,0,1061.024764224,100,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PF9,1,117,117,87,30,357862.1611764,76.38920685300266,76.39,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF9,2,201,201,151,50,646565.78704454,75.43747934237821,75.44,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF9,3,111,111,85,26,342081.481536392,79.08659227263252,79.09,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PF9,4,34,34,27,7,124466.887075085,85.17895964762933,85.18,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PF9,5,9,<10,6,3,23330.605510896,67.62617415269163,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PR2,1,23,23,17,6,74441.261323013,69.16893958722346,69.17,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PR2,2,44,44,30,14,146231.759178189,73.01003797313902,73.01,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR2,3,190,190,141,49,592325.669501497,76.87928587661388,76.88,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR2,4,146,146,111,35,456216.94868027,76.95670933936206,76.96,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR2,5,70,70,56,14,231019.429411387,80.94967249845058,80.95,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR2,6,7,<10,7,0,21516.405502563,100.00000000000001,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PR3,1,4,<10,4,0,15278.603491694,100,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PR3,2,5,<10,4,1,13913.626218706,76.3738358672487,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PR3,3,19,19,14,5,62521.948795318,77.01466350621308,77.01,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PR3,4,70,70,54,16,236407.208375697,75.15088652209555,75.15,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR3,5,382,382,286,96,1193630.086715504,77.2037436270922,77.20,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR5,1,23,23,17,6,70884.862191998,75.71004147596312,75.71,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PR5,2,68,68,47,21,238742.652303314,70.12957505558545,70.13,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR5,3,194,194,140,54,607011.735679597,74.45876998314579,74.46,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR5,4,140,140,116,24,432147.573577732,82.61023862245945,82.61,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR5,5,54,54,41,13,169376.518790194,82.41364091782566,82.41,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR5,6,1,<10,1,0,3588.131054084,100,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PR7,1,20,20,15,5,63149.635735275,78.92592999023886,78.93,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PR7,2,50,50,34,16,178303.717511597,68.45620257942134,68.46,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR7,3,172,172,125,47,522428.265763828,76.34872650535917,76.35,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR7,4,163,163,131,32,513019.445273603,80.62398024032781,80.62,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR7,5,73,73,56,17,236324.597505897,78.39713786449924,78.40,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR7,6,2,<10,1,1,8525.811806719,42.08550617146246,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1PR8,1,10,10,8,2,38215.603547945,83.512304207029,83.51,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PR8,2,36,36,27,9,119534.984093312,76.30232553867977,76.30,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1PR8,3,143,143,99,44,446478.13440707,70.96500925784436,70.97,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR8,4,180,180,138,42,574655.5340440581,79.04610060622332,79.05,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR8,5,107,107,87,20,327667.906134593,82.02661490347788,82.03,reported
main_grade_10_12,a_H1CO13_yesno,num_H1PR8,6,4,<10,3,1,15199.311369941,67.51378643114035,suppressed,suppressed_small_category
main_grade_10_12,a_H1CO13_yesno,num_H1RP3,1,304,304,231,73,960135.23688125,77.76078968140504,77.76,reported
main_grade_10_12,a_H1CO13_yesno,num_H1RP3,2,107,107,75,32,348028.239410281,71.41454410805086,71.41,reported
main_grade_10_12,a_H1CO13_yesno,num_H1RP3,3,39,39,32,7,130506.863487469,81.48120616823452,81.48,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1RP3,4,19,19,16,3,47343.0596623,93.91068196851106,93.91,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1RP3,5,10,10,7,3,32974.59693756,74.39517853083193,74.40,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1RP5,1,33,33,27,6,110159.245667803,78.58739626624167,78.59,review_small_outcome_cell
main_grade_10_12,a_H1CO13_yesno,num_H1RP5,2,54,54,37,17,175032.730114153,69.66548564114024,69.67,reported
main_grade_10_12,a_H1CO13_yesno,num_H1RP5,3,189,189,141,48,603608.973757802,76.31674065081239,76.32,reported
main_grade_10_12,a_H1CO13_yesno,num_H1RP5,4,154,154,121,33,490239.703102435,80.65370647190021,80.65,reported
